图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-4-预测ID,top-4-预测名称,top-n预测正确,FM-ED-预测置信度,FM-LD-预测置信度,FM-MD-预测置信度,FM-OM-预测置信度,FM-SD-预测置信度,HF-ED-预测置信度,HF-LD-预测置信度,HF-MD-预测置信度,HF-OM-预测置信度,HF-SD-预测置信度,RJ-ED-预测置信度,RJ-LD-预测置信度,RJ-MD-预测置信度,RJ-OM-预测置信度,RJ-SD-预测置信度
../Image/Train_Image\test\FM-OM\IMG_20230522_122457_2_horizontal.jpg,3,FM-OM,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.39354905,0.008778866,0.36316946,0.22825854,0.00093745644,0.0006819064,0.00030687268,0.00108092,9.764203e-05,0.00019979045,0.00030106568,0.00021007673,0.0002950679,0.00027328424,0.0018600483
../Image/Train_Image\test\FM-OM\IMG_20230522_122459_1.jpg,3,FM-OM,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.3723069,0.009287599,0.35179627,0.2611553,0.0010305808,0.00059016765,0.00027854546,0.0008315529,8.100303e-05,0.0002205125,0.00020713403,0.00018241524,0.00021343867,0.00022298441,0.0015956088
../Image/Train_Image\test\FM-OM\IMG_20230522_122500_horizontal.jpg,3,FM-OM,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.35557553,0.0092069395,0.31631395,0.31383905,0.001072564,0.0005836551,0.00023763001,0.0006985817,6.581692e-05,0.00018294882,0.00018869467,0.00016113489,0.00018315726,0.00017504544,0.0015152692
../Image/Train_Image\test\FM-OM\IMG_20230522_122501_horizontal.jpg,3,FM-OM,3.0,FM-OM,2.0,FM-MD,0.0,FM-ED,1.0,FM-LD,1.0,0.28642935,0.0079393955,0.31946236,0.38152575,0.0010296259,0.00054340536,0.00019757828,0.00057323877,4.6537334e-05,0.00019121674,0.00016446573,0.00015582592,0.00017362257,0.00018887343,0.0013787868
../Image/Train_Image\test\FM-OM\IMG_20230522_122502_2_horizontal.jpg,3,FM-OM,0.0,FM-ED,3.0,FM-OM,2.0,FM-MD,1.0,FM-LD,1.0,0.34411955,0.010962588,0.296911,0.34061,0.0018056119,0.00085243577,0.00033587418,0.0009874981,8.335094e-05,0.00031535706,0.0002882605,0.00022248496,0.00027104578,0.00026261804,0.0019722865
../Image/Train_Image\test\FM-OM\IMG_20230522_122503_2_horizontal.jpg,3,FM-OM,3.0,FM-OM,0.0,FM-ED,2.0,FM-MD,1.0,FM-LD,1.0,0.33019927,0.008392655,0.32071793,0.33439326,0.0013596703,0.0007153652,0.0003142835,0.0009377423,9.075752e-05,0.0002949056,0.00025541201,0.0002007951,0.00026579056,0.00025928882,0.0016028512
../Image/Train_Image\test\FM-OM\IMG_20230522_122504_horizontal.jpg,3,FM-OM,3.0,FM-OM,2.0,FM-MD,0.0,FM-ED,1.0,FM-LD,1.0,0.3076664,0.01187913,0.32571068,0.3478285,0.0011763705,0.0010433978,0.00032051912,0.0010307424,7.445533e-05,0.00029765253,0.0002676138,0.00023695861,0.0002712104,0.00033348775,0.0018629266
../Image/Train_Image\test\FM-OM\IMG_20230522_122506.jpg,3,FM-OM,3.0,FM-OM,2.0,FM-MD,0.0,FM-ED,1.0,FM-LD,1.0,0.28576213,0.007783916,0.31592217,0.38462394,0.0007982307,0.00076586194,0.00028183704,0.0008230267,7.659583e-05,0.0002599545,0.00023508626,0.00022755908,0.00024307679,0.0002993679,0.0018972772
../Image/Train_Image\test\FM-OM\IMG_20230522_122543_1.jpg,3,FM-OM,3.0,FM-OM,2.0,FM-MD,0.0,FM-ED,1.0,FM-LD,1.0,0.088384494,0.00580164,0.15997507,0.73834354,0.001220037,0.00132832,0.00033429556,0.00048134034,5.6537538e-05,0.00042125143,0.0003218013,0.0003546128,0.00027421355,0.00047424948,0.002228603
../Image/Train_Image\test\FM-OM\IMG_20230522_122543_3.jpg,3,FM-OM,3.0,FM-OM,2.0,FM-MD,0.0,FM-ED,1.0,FM-LD,1.0,0.14905424,0.0070786118,0.23491853,0.5974545,0.0021516564,0.002073298,0.0005256338,0.0010275729,0.00011313217,0.00062671804,0.0005344106,0.0004889219,0.00042966742,0.0005510287,0.002972058
../Image/Train_Image\test\FM-OM\IMG_20230522_122544_1_horizontal.jpg,3,FM-OM,3.0,FM-OM,2.0,FM-MD,0.0,FM-ED,1.0,FM-LD,1.0,0.15367627,0.0046456447,0.2474276,0.584793,0.0013388213,0.0014844995,0.00033359174,0.0007380619,0.00010528581,0.0004388455,0.00045477465,0.0004289005,0.0003787371,0.00049383024,0.0032622619
../Image/Train_Image\test\FM-OM\IMG_20230522_122544_horizontal.jpg,3,FM-OM,3.0,FM-OM,2.0,FM-MD,0.0,FM-ED,1.0,FM-LD,1.0,0.15758564,0.0076572555,0.24130099,0.58128774,0.0024725574,0.0020823702,0.00056939124,0.0010574019,0.00014559012,0.0006057188,0.0006102102,0.00048112334,0.00044623885,0.00060500443,0.0030928461
../Image/Train_Image\test\FM-OM\IMG_20230522_122545_2_horizontal.jpg,3,FM-OM,3.0,FM-OM,2.0,FM-MD,0.0,FM-ED,1.0,FM-LD,1.0,0.08135279,0.004940457,0.15561882,0.751356,0.0010166388,0.0010646508,0.0002978944,0.00044561966,6.408547e-05,0.0003445231,0.0003717683,0.000329339,0.00026133857,0.00040877287,0.0021273005
../Image/Train_Image\test\FM-OM\IMG_20230522_122546_1.jpg,3,FM-OM,3.0,FM-OM,0.0,FM-ED,2.0,FM-MD,1.0,FM-LD,1.0,0.35783416,0.071794935,0.15854594,0.40065894,0.004843671,0.0017211931,0.00043255519,0.0010708442,6.0558817e-05,0.00044989097,0.00024990962,0.0002908024,0.00027722635,0.00031482812,0.0014545403
../Image/Train_Image\test\FM-OM\IMG_20230522_122547_1.jpg,3,FM-OM,3.0,FM-OM,0.0,FM-ED,2.0,FM-MD,1.0,FM-LD,1.0,0.32688758,0.06911449,0.17114548,0.41981843,0.006387419,0.0018498619,0.00046037376,0.0011689371,7.200918e-05,0.00044140618,0.00028690914,0.0002867822,0.00031538733,0.0003699892,0.0013949256
../Image/Train_Image\test\FM-OM\IMG_20230522_122548.jpg,3,FM-OM,3.0,FM-OM,0.0,FM-ED,2.0,FM-MD,1.0,FM-LD,1.0,0.23250587,0.0402693,0.15071557,0.56464106,0.003384189,0.0017830541,0.00064784184,0.0014003522,7.607776e-05,0.0006380146,0.0003354334,0.000372565,0.00043579596,0.00058769254,0.002207162
../Image/Train_Image\test\FM-SD\IMG_20230523_172655.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,5.0,HF-ED,7.0,HF-MD,1.0,0.12773918,0.023696199,0.037376847,0.030495033,0.62406534,0.043968305,0.019346757,0.038568087,0.0061900276,0.017633962,0.009311542,0.002703359,0.0103722885,0.0011838145,0.0073492485
../Image/Train_Image\test\FM-SD\IMG_20230523_172657_2.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,1.0,FM-LD,7.0,HF-MD,1.0,0.0694414,0.017451232,0.0103834905,0.007745404,0.8518454,0.009351321,0.005959636,0.016256416,0.0011305804,0.003813603,0.0019850698,0.00044099518,0.0024801001,0.00022838493,0.0014869452
../Image/Train_Image\test\FM-SD\IMG_20230523_172659_2.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,1.0,FM-LD,1.0,0.09681239,0.022375142,0.015541493,0.010735542,0.79747367,0.010375327,0.0076028365,0.023609662,0.0016435852,0.0050147385,0.0025489298,0.00059282227,0.0034606184,0.00030171574,0.001911557
../Image/Train_Image\test\FM-SD\IMG_20230523_172701_2.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,1.0,FM-LD,7.0,HF-MD,1.0,0.08984004,0.027581306,0.01110447,0.0084363185,0.8256377,0.00778375,0.0052693533,0.015687123,0.00080041325,0.002694028,0.0013691492,0.00034937583,0.0019524801,0.00018260222,0.0013118054
../Image/Train_Image\test\FM-SD\IMG_20230523_172707.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,1.0,FM-LD,7.0,HF-MD,1.0,0.07230311,0.024302866,0.009847661,0.008502973,0.8428406,0.009579866,0.0061019543,0.01605252,0.00088473683,0.0036402466,0.0015800329,0.000454676,0.0022915928,0.00021125046,0.0014058232
../Image/Train_Image\test\FM-SD\IMG_20230523_172710.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,1.0,FM-LD,7.0,HF-MD,1.0,0.06884799,0.022085544,0.00905724,0.007790892,0.8468325,0.01055829,0.0061736414,0.0166716,0.001081719,0.004121228,0.0018402574,0.0005160032,0.0025425493,0.00023320575,0.0016474109
../Image/Train_Image\test\FM-SD\IMG_20230523_172713_1.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,1.0,FM-LD,7.0,HF-MD,1.0,0.06579042,0.016588537,0.0104689775,0.007682743,0.8654242,0.007375419,0.0041193115,0.012571162,0.0010431439,0.0028853456,0.0017112329,0.00041750417,0.002292891,0.00017125582,0.00145779
../Image/Train_Image\test\FM-SD\IMG_20230523_172718.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,5.0,HF-ED,1.0,0.13069402,0.022240307,0.040102724,0.034757577,0.5603722,0.043915115,0.027591672,0.051180094,0.01335678,0.01874131,0.01801528,0.0043739183,0.019655788,0.002027154,0.01297609
../Image/Train_Image\test\FM-SD\IMG_20230523_172720_1.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,1.0,FM-LD,7.0,HF-MD,1.0,0.07485779,0.03212086,0.008409272,0.006740203,0.8411081,0.007228679,0.0050755376,0.016879492,0.0005851664,0.0026067658,0.0011268517,0.00032461033,0.0016527086,0.00018030863,0.0011036325
../Image/Train_Image\test\FM-SD\IMG_20230523_172722_1.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,1.0,FM-LD,7.0,HF-MD,1.0,0.07617027,0.026540209,0.009352209,0.0075165527,0.8339127,0.0090038385,0.0064944965,0.02074993,0.0007925668,0.0039402256,0.0013995834,0.0003920472,0.0021440547,0.00021538117,0.0013758942
../Image/Train_Image\test\FM-SD\IMG_20230523_172724_1.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,1.0,FM-LD,7.0,HF-MD,1.0,0.08956186,0.020640152,0.01227834,0.010236606,0.8190535,0.008469716,0.0071081812,0.020081842,0.001366879,0.003876297,0.0021458145,0.00046861568,0.0026462828,0.00024421327,0.0018217337
../Image/Train_Image\test\FM-SD\IMG_20230523_172726_2.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,1.0,FM-LD,1.0,0.09668463,0.020864062,0.012101328,0.01047414,0.80706376,0.009551112,0.00790467,0.022306804,0.0014211123,0.0037326347,0.0022425877,0.00048929563,0.0029520795,0.0002293395,0.0019823117
../Image/Train_Image\test\FM-SD\IMG_20230523_172728_1.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,1.0,FM-LD,7.0,HF-MD,1.0,0.101248465,0.02502992,0.015334828,0.010709047,0.7994311,0.0095030265,0.0069512795,0.019493245,0.0012115035,0.0036189149,0.0020432835,0.0004919549,0.0028703467,0.00025378595,0.0018092678
../Image/Train_Image\test\FM-SD\IMG_20230523_172730_2.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,1.0,FM-LD,1.0,0.112872854,0.027066784,0.017307546,0.012887859,0.7619445,0.0129380245,0.009624333,0.02864664,0.0015632862,0.005919672,0.0025635702,0.00061063044,0.0034874612,0.0003181424,0.0022486271
../Image/Train_Image\test\FM-SD\IMG_20230523_172735_1.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,2.0,FM-MD,7.0,HF-MD,1.0,0.17209387,0.02322476,0.058529757,0.036419876,0.55544144,0.030552907,0.018493261,0.043639146,0.008464355,0.013043907,0.012296217,0.0026978627,0.014086563,0.001357402,0.009658677
../Image/Train_Image\test\FM-SD\IMG_20230523_172745.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,1.0,FM-LD,3.0,FM-OM,1.0,0.08542828,0.03513874,0.014807421,0.019180426,0.8160059,0.011153083,0.0031879607,0.0068581514,0.00046158684,0.0033444415,0.0010746719,0.00043874356,0.0014707645,0.00024730677,0.0012025313
../Image/Train_Image\test\FM-SD\IMG_20230523_172746_2.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,1.0,FM-LD,3.0,FM-OM,1.0,0.10387982,0.07313722,0.017250087,0.018798312,0.75032,0.012295257,0.0042766035,0.010590385,0.0004028039,0.004623586,0.0009015065,0.0004892463,0.0013573414,0.00029970068,0.0013780328
../Image/Train_Image\test\FM-SD\IMG_20230523_172813_2.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,1.0,FM-LD,3.0,FM-OM,1.0,0.111650765,0.06740009,0.016499193,0.020399695,0.7474716,0.013899734,0.0045515164,0.009072828,0.00049717055,0.0032982929,0.0011273709,0.00055322814,0.0017509938,0.00029823292,0.0015292857
../Image/Train_Image\test\FM-SD\IMG_20230523_172816.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,1.0,FM-LD,3.0,FM-OM,1.0,0.06219214,0.039906263,0.0077273063,0.009981412,0.85650706,0.009493191,0.0028776282,0.0054841074,0.0002741144,0.0025001303,0.00072223856,0.00027882884,0.0010161756,0.00016363528,0.0008756907
../Image/Train_Image\test\FM-SD\IMG_20230523_172817_1.jpg,4,FM-SD,4.0,FM-SD,1.0,FM-LD,0.0,FM-ED,5.0,HF-ED,1.0,0.03780749,0.05336,0.0054847095,0.007899115,0.8702495,0.012402662,0.002505028,0.004305281,0.0001825354,0.0033044142,0.00048428477,0.0003168635,0.000837202,0.00017194102,0.0006889803
../Image/Train_Image\test\FM-SD\IMG_20230523_172820.jpg,4,FM-SD,4.0,FM-SD,1.0,FM-LD,0.0,FM-ED,5.0,HF-ED,1.0,0.039266028,0.098634675,0.0049109147,0.006750146,0.8240853,0.015262516,0.0020798575,0.004346438,0.000105915795,0.0028139572,0.00030339495,0.00023725699,0.00054228754,0.00014719163,0.0005141093
../Image/Train_Image\test\FM-SD\IMG_20230523_172821_1.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,1.0,FM-LD,3.0,FM-OM,1.0,0.07227566,0.057995446,0.008998646,0.013657184,0.8231071,0.010512886,0.0028172403,0.0048580365,0.0002572179,0.0024011154,0.00063177524,0.00036036022,0.0009835789,0.00019743294,0.0009463136
../Image/Train_Image\test\FM-SD\IMG_20230523_172823_2.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,1.0,FM-LD,3.0,FM-OM,1.0,0.068369605,0.059281062,0.010690379,0.0155812,0.81313115,0.015220857,0.0036747146,0.0062372307,0.00029337962,0.0037632862,0.0007978635,0.00042524014,0.0012008224,0.00024169162,0.0010914715
../Image/Train_Image\test\FM-SD\IMG_20230523_172825_1.jpg,4,FM-SD,4.0,FM-SD,1.0,FM-LD,0.0,FM-ED,5.0,HF-ED,1.0,0.039533205,0.042890467,0.0043532513,0.006605425,0.8869316,0.008673675,0.00221996,0.004426184,0.00016328515,0.0021776014,0.00042052055,0.00021736757,0.00069688365,0.00011803832,0.00057257834
../Image/Train_Image\test\FM-SD\IMG_20230523_172828.jpg,4,FM-SD,4.0,FM-SD,1.0,FM-LD,0.0,FM-ED,5.0,HF-ED,1.0,0.034311425,0.051114365,0.0037751694,0.0044861655,0.88131976,0.010713623,0.002904307,0.00610942,0.00018919967,0.0028408722,0.00047329065,0.00022588414,0.00077942334,0.00013698776,0.0006201113
../Image/Train_Image\test\FM-SD\IMG_20230523_172830_1.jpg,4,FM-SD,4.0,FM-SD,1.0,FM-LD,0.0,FM-ED,5.0,HF-ED,1.0,0.05961483,0.060590897,0.0064330674,0.008705622,0.8382149,0.011381396,0.0031951538,0.0064512067,0.0002435057,0.002390204,0.0005977597,0.00027541126,0.00090537214,0.00015550914,0.0008451053
../Image/Train_Image\test\FM-SD\IMG_20230523_172831_3.jpg,4,FM-SD,4.0,FM-SD,1.0,FM-LD,0.0,FM-ED,3.0,FM-OM,1.0,0.07633377,0.08908027,0.011544949,0.018387606,0.76686305,0.01622583,0.0046553975,0.008482848,0.00030683939,0.0035403091,0.0009195232,0.0004969428,0.0013932183,0.00033392877,0.0014355595
../Image/Train_Image\test\FM-SD\IMG_20230523_172834.jpg,4,FM-SD,4.0,FM-SD,1.0,FM-LD,0.0,FM-ED,5.0,HF-ED,1.0,0.024747128,0.066071495,0.003101643,0.004860782,0.8836298,0.010266932,0.0013500537,0.002450989,6.793852e-05,0.0021011757,0.00022151385,0.0001867856,0.00042106275,0.000116379124,0.000406353
../Image/Train_Image\test\FM-SD\IMG_20230523_172835_1.jpg,4,FM-SD,4.0,FM-SD,1.0,FM-LD,0.0,FM-ED,5.0,HF-ED,1.0,0.03250119,0.09052255,0.003887233,0.0067946203,0.8479357,0.009901127,0.0016375225,0.0030022373,0.00010108586,0.0020048397,0.00030957532,0.00021087762,0.0005421842,0.00012576523,0.0005235066
../Image/Train_Image\test\FM-SD\IMG_20230523_172842.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,1.0,FM-LD,5.0,HF-ED,1.0,0.052470814,0.04862312,0.0061497022,0.007285555,0.86102515,0.009834359,0.002944259,0.006025229,0.00025553795,0.0026920703,0.00057065574,0.0002853158,0.0008996441,0.00016826089,0.0007702656
../Image/Train_Image\test\FM-SD\IMG_20230523_172843_1.jpg,4,FM-SD,4.0,FM-SD,1.0,FM-LD,0.0,FM-ED,5.0,HF-ED,1.0,0.034547385,0.05102161,0.0039672675,0.0056084404,0.88276166,0.008923079,0.002760487,0.0058019073,0.00016409102,0.002330663,0.00041651612,0.0002262662,0.00076832523,0.00012350666,0.00057879393
../Image/Train_Image\test\FM-SD\IMG_20230523_172845_1.jpg,4,FM-SD,4.0,FM-SD,1.0,FM-LD,0.0,FM-ED,5.0,HF-ED,1.0,0.039424375,0.07843006,0.0048879017,0.007034468,0.8469177,0.011576352,0.0023317481,0.004539501,0.00015264083,0.0026071854,0.0004064181,0.00024252068,0.0006753668,0.00014389498,0.0006300141
../Image/Train_Image\test\FM-SD\IMG_20230523_172847_2.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,1.0,FM-LD,3.0,FM-OM,1.0,0.072880596,0.03705553,0.008802274,0.011530506,0.83977634,0.010941185,0.003569393,0.007670026,0.0004929702,0.0027555167,0.0010711236,0.00036963724,0.001506831,0.00020949735,0.001368579
../Image/Train_Image\test\FM-SD\IMG_20230523_172849_1.jpg,4,FM-SD,4.0,FM-SD,1.0,FM-LD,0.0,FM-ED,5.0,HF-ED,1.0,0.028902186,0.036873303,0.0038979335,0.005622488,0.9075868,0.008463339,0.0016407542,0.00293324,0.0001245385,0.0022355618,0.0003252593,0.00019201741,0.00060807855,0.00010715311,0.00048738622
../Image/Train_Image\test\FM-SD\IMG_20230523_172852.jpg,4,FM-SD,4.0,FM-SD,1.0,FM-LD,0.0,FM-ED,5.0,HF-ED,1.0,0.024668839,0.035439603,0.0026582787,0.0038421724,0.918416,0.0075833187,0.0013602957,0.0028832112,9.0206624e-05,0.0017742709,0.00026756947,0.00014342711,0.0004503639,7.7578086e-05,0.00034475676
../Image/Train_Image\test\FM-SD\IMG_20230523_172853.jpg,4,FM-SD,4.0,FM-SD,1.0,FM-LD,0.0,FM-ED,5.0,HF-ED,1.0,0.03344053,0.047493912,0.0038801236,0.005731018,0.8903895,0.008712027,0.002108377,0.003880977,0.00015161438,0.0021665609,0.0004454521,0.0002153248,0.00065903494,0.00012808616,0.00059746485
../Image/Train_Image\test\FM-SD\IMG_20230523_172856.jpg,4,FM-SD,4.0,FM-SD,1.0,FM-LD,0.0,FM-ED,5.0,HF-ED,1.0,0.031993676,0.19138087,0.0039348635,0.0062116045,0.74559796,0.013631647,0.001271214,0.0024879836,5.0464543e-05,0.0021359804,0.00016632643,0.00020500453,0.0003886772,0.00013243525,0.00041125223
../Image/Train_Image\test\FM-SD\IMG_20230523_172858.jpg,4,FM-SD,4.0,FM-SD,1.0,FM-LD,0.0,FM-ED,5.0,HF-ED,1.0,0.036287732,0.054676954,0.0039545465,0.005243587,0.88461065,0.0075843055,0.0014201923,0.0028727688,0.00011459181,0.0016679179,0.00028461294,0.00017816668,0.0005604382,0.00010805191,0.0004354644
../Image/Train_Image\test\FM-SD\IMG_20230523_172900.jpg,4,FM-SD,4.0,FM-SD,1.0,FM-LD,0.0,FM-ED,5.0,HF-ED,1.0,0.05800865,0.06362181,0.007996841,0.011600711,0.8301985,0.013455297,0.003230195,0.005640963,0.00025887118,0.0027667119,0.000706018,0.00033550197,0.0010292373,0.00020821762,0.0009423997
../Image/Train_Image\test\FM-SD\IMG_20230523_172902_1.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,1.0,FM-LD,3.0,FM-OM,1.0,0.064141735,0.039927747,0.009273228,0.011674547,0.845393,0.010910159,0.003489768,0.008139028,0.00044261786,0.0025700089,0.0009842989,0.0003753099,0.0013361078,0.00018885161,0.0011536614
../Image/Train_Image\test\FM-SD\IMG_20230523_172906_1.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,1.0,FM-LD,3.0,FM-OM,1.0,0.08668871,0.03562713,0.009720784,0.013510549,0.8274373,0.008200654,0.0034698758,0.008148782,0.00048596182,0.002303351,0.0010472997,0.00035414405,0.0014572231,0.00018797349,0.0013603255
../Image/Train_Image\test\FM-SD\IMG_20230523_172908_2.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,1.0,FM-LD,3.0,FM-OM,1.0,0.090496644,0.053017277,0.012561332,0.01672061,0.7989584,0.010222649,0.0037715135,0.0067999954,0.00042767994,0.0024581924,0.0010931235,0.00036470182,0.0015304739,0.00023596575,0.0013414014
../Image/Train_Image\test\FM-SD\IMG_20230523_172910_1.jpg,4,FM-SD,4.0,FM-SD,1.0,FM-LD,0.0,FM-ED,5.0,HF-ED,1.0,0.04246066,0.054164745,0.005125342,0.007375997,0.8737742,0.007890475,0.0018138653,0.0034827008,0.00013409955,0.0018998787,0.00037426638,0.0002142161,0.00059616,0.00014255247,0.00055090094
../Image/Train_Image\test\FM-SD\IMG_20230523_172912.jpg,4,FM-SD,4.0,FM-SD,1.0,FM-LD,0.0,FM-ED,3.0,FM-OM,1.0,0.029386224,0.03677359,0.0040023294,0.0060884557,0.91086334,0.005780487,0.001283142,0.0026980755,0.00011183846,0.0015939011,0.00027719117,0.0001627687,0.00048096056,9.217075e-05,0.00040546487
../Image/Train_Image\test\FM-SD\IMG_20230523_172914.jpg,4,FM-SD,4.0,FM-SD,1.0,FM-LD,0.0,FM-ED,5.0,HF-ED,1.0,0.029885063,0.03578303,0.0035026986,0.0053604604,0.91245097,0.0061557023,0.001315447,0.0024902984,0.00010143406,0.0015188991,0.0002792555,0.0001450138,0.00054948253,9.20376e-05,0.00037014735
../Image/Train_Image\test\FM-SD\IMG_20230523_172916_1.jpg,4,FM-SD,4.0,FM-SD,1.0,FM-LD,0.0,FM-ED,5.0,HF-ED,1.0,0.03175592,0.03432298,0.0034213485,0.005158719,0.9102356,0.0062606777,0.0015956211,0.0036559573,0.00016585214,0.0016132486,0.00039898633,0.00016606611,0.0006256518,9.710285e-05,0.00052633206
../Image/Train_Image\test\FM-SD\IMG_20230523_172918_1.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,1.0,FM-LD,3.0,FM-OM,1.0,0.070722334,0.039230738,0.009937326,0.012910133,0.841881,0.00869399,0.0031780843,0.0067435983,0.00033194912,0.0028225295,0.0007802576,0.00033862956,0.0011749273,0.00019198535,0.0010625055
../Image/Train_Image\test\FM-SD\IMG_20230523_172920.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,1.0,FM-LD,3.0,FM-OM,1.0,0.059396956,0.038072273,0.009202588,0.013211335,0.8532451,0.010967293,0.0032277673,0.0064342036,0.00028679648,0.0027623882,0.0006716507,0.0003168039,0.0010597626,0.00017336947,0.0009717799
../Image/Train_Image\test\FM-SD\IMG_20230523_172922_1.jpg,4,FM-SD,4.0,FM-SD,1.0,FM-LD,0.0,FM-ED,5.0,HF-ED,1.0,0.037843525,0.046824407,0.004395181,0.0067604966,0.88575524,0.008556936,0.0021413702,0.0037075994,0.00012968293,0.0019192161,0.00040639125,0.00020021197,0.000680587,0.0001369094,0.0005421129
../Image/Train_Image\test\FM-SD\IMG_20230523_172924.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,1.0,FM-LD,5.0,HF-ED,1.0,0.048388917,0.03363809,0.0049351924,0.0062157535,0.88798785,0.0069895526,0.0023702176,0.004929014,0.00021956956,0.0018827255,0.0005685436,0.00020670488,0.0008596906,0.00010971283,0.00069853844
../Image/Train_Image\test\HF-ED\IMG_20230416_094803_1.jpg,5,HF-ED,5.0,HF-ED,9.0,HF-SD,1.0,FM-LD,6.0,HF-LD,1.0,0.00030566074,0.011330623,0.00014618461,0.00034885504,0.00286829,0.7099279,0.0045501464,0.004143663,1.8579438e-05,0.26336882,0.00011126347,0.001211244,0.00028548687,0.00092184596,0.00046142127
../Image/Train_Image\test\HF-ED\IMG_20230416_094804.jpg,5,HF-ED,5.0,HF-ED,9.0,HF-SD,7.0,HF-MD,6.0,HF-LD,1.0,0.00193349,0.020243006,0.000745381,0.0010603516,0.013859481,0.5899782,0.021620085,0.02576225,0.00017076175,0.31643546,0.00063482457,0.0025619406,0.001429607,0.0017774125,0.0017878348
../Image/Train_Image\test\HF-ED\IMG_20230416_094804_1.jpg,5,HF-ED,5.0,HF-ED,9.0,HF-SD,1.0,FM-LD,7.0,HF-MD,1.0,0.0013812084,0.02027018,0.00063696236,0.0010645806,0.010076695,0.64571345,0.013668564,0.01999543,0.00010878455,0.2792772,0.00052459515,0.0026883732,0.0011086421,0.001904317,0.0015810576
../Image/Train_Image\test\HF-ED\IMG_20230416_094809.jpg,5,HF-ED,5.0,HF-ED,7.0,HF-MD,9.0,HF-SD,6.0,HF-LD,1.0,0.016474217,0.020656213,0.0078267185,0.0066334335,0.02347682,0.35852218,0.10642969,0.19400175,0.005476213,0.19003753,0.013104003,0.013132546,0.019392129,0.007372262,0.017464338
../Image/Train_Image\test\HF-ED\IMG_20230416_094810.jpg,5,HF-ED,7.0,HF-MD,5.0,HF-ED,6.0,HF-LD,9.0,HF-SD,1.0,0.031043442,0.021782625,0.014977365,0.012499268,0.024632642,0.21917623,0.12195494,0.32687575,0.009597906,0.1053242,0.02313208,0.015688082,0.03148922,0.008279264,0.033546988
../Image/Train_Image\test\HF-ED\IMG_20230416_094811.jpg,5,HF-ED,7.0,HF-MD,6.0,HF-LD,5.0,HF-ED,9.0,HF-SD,1.0,0.034854043,0.015736239,0.01708289,0.011465466,0.01897239,0.11264226,0.14143507,0.44538745,0.015605257,0.049579233,0.03520282,0.014814495,0.040552408,0.0077582626,0.03891171
../Image/Train_Image\test\HF-ED\IMG_20230416_094813_2.jpg,5,HF-ED,7.0,HF-MD,5.0,HF-ED,6.0,HF-LD,0.0,FM-ED,1.0,0.079107486,0.029477717,0.03417448,0.022903452,0.04312964,0.13929963,0.111686036,0.33276284,0.013598832,0.061293684,0.028980948,0.013739847,0.042526647,0.007583764,0.039734993
../Image/Train_Image\test\HF-ED\IMG_20230416_094814.jpg,5,HF-ED,7.0,HF-MD,5.0,HF-ED,6.0,HF-LD,9.0,HF-SD,1.0,0.08036004,0.039521396,0.03505875,0.025938671,0.046152357,0.18804158,0.10388287,0.284638,0.00768682,0.08320753,0.019474333,0.013296439,0.028947525,0.0077170325,0.03607666
