图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-4-预测ID,top-4-预测名称,top-n预测正确,FM-ED-预测置信度,FM-LD-预测置信度,FM-MD-预测置信度,FM-OM-预测置信度,FM-SD-预测置信度,HF-ED-预测置信度,HF-LD-预测置信度,HF-MD-预测置信度,HF-OM-预测置信度,HF-SD-预测置信度,RJ-ED-预测置信度,RJ-LD-预测置信度,RJ-MD-预测置信度,RJ-OM-预测置信度,RJ-SD-预测置信度
../Image/Train_Image\test\FM-OM\IMG_20230522_122546_1.jpg,3,FM-OM,3.0,FM-OM,0.0,FM-ED,7.0,HF-MD,2.0,FM-MD,1.0,7.0486826e-06,2.35054e-07,1.0735771e-06,0.9999896,5.057134e-10,3.493421e-09,2.995713e-08,1.957948e-06,1.2068618e-08,8.656798e-12,4.447076e-13,9.8340024e-11,6.4915096e-09,1.322687e-09,5.741309e-08
../Image/Train_Image\test\FM-OM\IMG_20230522_122547_1.jpg,3,FM-OM,3.0,FM-OM,0.0,FM-ED,2.0,FM-MD,7.0,HF-MD,1.0,6.3756547e-06,2.1373809e-07,7.9111504e-07,0.9999918,5.346182e-09,1.668806e-09,4.252865e-08,3.4803898e-07,1.9585131e-07,4.7222304e-12,7.706022e-13,2.5931943e-10,2.5035757e-08,6.313704e-09,1.782886e-07
../Image/Train_Image\test\FM-OM\IMG_20230522_122548.jpg,3,FM-OM,3.0,FM-OM,0.0,FM-ED,1.0,FM-LD,2.0,FM-MD,1.0,9.071345e-06,2.1490675e-06,1.1541072e-06,0.9999871,9.470245e-10,3.3682035e-10,2.4074886e-08,1.07968e-07,1.4406905e-07,2.5180516e-11,3.5097166e-12,8.327167e-10,5.216602e-08,2.9326723e-09,1.414899e-07
../Image/Train_Image\test\FM-SD\IMG_20230523_172655.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,2.0,FM-MD,9.0,HF-SD,1.0,0.17948994,1.8452182e-09,2.351068e-06,7.0236084e-09,0.820506,2.4773371e-08,1.5120424e-08,8.8548816e-08,1.1263549e-10,1.4256657e-06,9.55705e-08,6.283873e-14,2.334984e-08,6.3934817e-13,3.030344e-09
../Image/Train_Image\test\FM-SD\IMG_20230523_172657_2.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,2.0,FM-MD,1.0,0.038540624,1.0623011e-09,5.9497e-07,1.8941911e-08,0.9614541,9.781437e-09,2.6147305e-07,4.0259815e-06,8.8086e-10,1.289194e-07,6.2066894e-09,6.568119e-14,7.0276464e-08,6.9147574e-13,9.861439e-10
../Image/Train_Image\test\FM-SD\IMG_20230523_172659_2.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,2.0,FM-MD,1.0,0.0046928464,2.0783116e-10,8.8901096e-08,1.3697249e-09,0.9953068,3.045545e-10,1.117281e-08,2.3427523e-07,3.50576e-11,5.7280936e-09,3.8558748e-10,9.657375e-16,2.0489932e-09,1.2878933e-14,6.089068e-11
../Image/Train_Image\test\FM-SD\IMG_20230523_172701_2.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,9.0,HF-SD,1.0,0.0010130143,1.1036145e-10,1.957089e-08,3.8324538e-11,0.9989869,2.4006314e-11,1.1385765e-08,5.746743e-08,4.4702436e-12,2.0023654e-08,1.5492769e-09,2.1590426e-17,7.898427e-10,6.697932e-16,2.0752127e-11
../Image/Train_Image\test\FM-SD\IMG_20230523_172707.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,9.0,HF-SD,7.0,HF-MD,1.0,0.0007670092,1.767122e-09,1.3312714e-08,1.41661275e-11,0.9992316,1.1179002e-11,1.3303405e-07,4.3624092e-07,8.653383e-13,9.0709966e-07,1.9193616e-08,5.2205933e-18,2.5468796e-09,4.031889e-16,2.0110252e-11
../Image/Train_Image\test\FM-SD\IMG_20230523_172710.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,9.0,HF-SD,1.0,0.0010860694,1.0631686e-10,3.997471e-09,5.880584e-12,0.9989139,1.3948018e-12,2.7138518e-09,2.0558002e-08,1.0436361e-13,1.914653e-08,3.2476447e-10,1.9932003e-19,6.4569725e-11,9.174376e-18,6.4753677e-13
../Image/Train_Image\test\FM-SD\IMG_20230523_172713_1.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,9.0,HF-SD,1.0,0.004448507,6.6582057e-10,2.444645e-08,5.790807e-11,0.99554884,1.3131932e-10,3.4292455e-07,1.3048442e-06,5.5442894e-12,9.750507e-07,2.8210396e-08,7.158504e-17,8.569881e-09,4.338247e-15,9.245004e-11
../Image/Train_Image\test\FM-SD\IMG_20230523_172718.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,9.0,HF-SD,2.0,FM-MD,1.0,0.05946942,4.149702e-09,3.99155e-06,5.784093e-09,0.9405127,4.2491e-08,1.8571701e-07,7.408707e-07,5.151497e-10,9.03368e-06,3.145176e-06,6.608489e-13,6.153877e-07,1.1515736e-11,6.2918e-08
../Image/Train_Image\test\FM-SD\IMG_20230523_172720_1.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,9.0,HF-SD,1.0,0.00017526497,3.66975e-11,2.52048e-09,2.9720115e-12,0.9998248,1.5189453e-12,5.515934e-09,1.0512503e-08,3.6668916e-13,7.690055e-09,9.57108e-10,4.0042407e-19,1.9621048e-10,4.377417e-17,3.996747e-12
../Image/Train_Image\test\FM-SD\IMG_20230523_172722_1.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,2.0,FM-MD,7.0,HF-MD,1.0,0.00062839483,1.5223355e-10,9.369335e-09,3.000299e-11,0.9993716,5.684536e-12,1.7003242e-09,8.06311e-09,7.7348804e-13,3.573571e-09,1.6339503e-10,3.0678197e-18,6.465392e-11,1.6190112e-16,4.176264e-12
../Image/Train_Image\test\FM-SD\IMG_20230523_172724_1.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,2.0,FM-MD,1.0,0.004904687,1.014919e-09,2.0904059e-07,7.2528876e-09,0.99509394,3.4746658e-10,6.7813595e-08,1.1360113e-06,1.2559252e-10,1.2908479e-08,1.6040298e-09,3.5355261e-15,1.536482e-08,5.375286e-14,1.9757347e-10
../Image/Train_Image\test\FM-SD\IMG_20230523_172726_2.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,9.0,HF-SD,1.0,0.010263634,2.0441104e-09,1.8405181e-07,5.790652e-10,0.9897357,6.955289e-11,4.3805574e-08,3.294787e-07,1.3033055e-11,1.9373323e-07,2.9515528e-09,9.453347e-17,2.4291686e-09,1.403252e-15,1.9898371e-11
../Image/Train_Image\test\FM-SD\IMG_20230523_172728_1.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,9.0,HF-SD,2.0,FM-MD,1.0,0.00040847884,5.8698474e-10,8.805342e-08,6.8281097e-12,0.99959105,2.8237024e-11,4.534986e-09,1.9909669e-08,4.79212e-13,2.9097743e-07,3.5685808e-08,2.0689187e-17,1.9175914e-09,1.1702284e-15,7.933707e-11
../Image/Train_Image\test\FM-SD\IMG_20230523_172730_2.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,9.0,HF-SD,2.0,FM-MD,1.0,0.002833437,1.8072936e-10,1.09100554e-07,1.8355118e-11,0.99716634,8.77625e-11,7.2444195e-10,1.0617998e-08,1.3931392e-13,1.13973115e-07,9.1440375e-09,2.0241042e-17,6.2907957e-10,6.631926e-16,4.5799024e-11
../Image/Train_Image\test\FM-SD\IMG_20230523_172735_1.jpg,4,FM-SD,0.0,FM-ED,4.0,FM-SD,2.0,FM-MD,9.0,HF-SD,1.0,0.6548409,9.840586e-07,0.0030820228,1.7016878e-06,0.34177017,1.9200963e-05,1.1143371e-06,6.0617567e-06,5.0999656e-08,0.00019946268,4.661851e-05,1.156432e-08,1.9039515e-05,3.9089596e-08,1.2578376e-05
../Image/Train_Image\test\FM-SD\IMG_20230523_172745.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,2.0,FM-MD,7.0,HF-MD,1.0,0.0083538415,7.134356e-08,2.5457663e-05,5.3163244e-08,0.99161094,1.0474255e-08,7.636125e-08,8.395262e-06,9.814133e-11,6.5673294e-07,5.6070988e-08,4.282046e-13,4.067238e-07,3.237893e-12,6.9471873e-09
../Image/Train_Image\test\FM-SD\IMG_20230523_172746_2.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,2.0,FM-MD,7.0,HF-MD,1.0,0.0010162232,3.0224676e-06,4.102482e-05,6.881964e-09,0.9989261,7.4057938e-09,7.8876866e-08,8.730133e-06,6.333438e-12,4.148239e-06,4.552368e-07,9.3918234e-14,1.1547956e-07,2.2489638e-12,1.0922531e-08
../Image/Train_Image\test\FM-SD\IMG_20230523_172813_2.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,2.0,FM-MD,7.0,HF-MD,1.0,0.00073080644,2.9159262e-09,3.035479e-06,9.5820045e-09,0.99926573,9.73741e-09,1.12896e-09,3.7272545e-07,1.2601559e-11,4.2578234e-09,1.2949714e-09,3.1834547e-14,1.17034284e-08,1.0197713e-12,7.9584817e-10
../Image/Train_Image\test\FM-SD\IMG_20230523_172816.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,2.0,FM-MD,7.0,HF-MD,1.0,0.0016271459,5.700247e-09,2.1145424e-06,9.116339e-09,0.9983699,8.068503e-08,1.6345877e-09,6.686622e-07,5.5716772e-12,2.1592339e-08,3.0082798e-09,2.4679992e-14,7.1036586e-09,1.3423773e-12,1.7474797e-09
../Image/Train_Image\test\FM-SD\IMG_20230523_172817_1.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,2.0,FM-MD,7.0,HF-MD,1.0,0.025443228,6.9831043e-09,2.0252758e-06,1.4717168e-07,0.974553,4.6671659e-07,1.455154e-08,1.1227427e-06,8.0519386e-10,3.171058e-08,1.7309535e-09,8.8630335e-13,1.0146878e-08,1.7159326e-11,3.396439e-09
../Image/Train_Image\test\FM-SD\IMG_20230523_172820.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,3.0,FM-OM,1.0,0.0005901014,1.3180547e-10,5.264157e-09,6.483688e-09,0.9994097,4.858038e-10,1.1951166e-09,2.1000088e-07,5.855705e-12,4.8182073e-11,2.7144437e-12,1.3834039e-16,7.522435e-11,1.89123e-14,8.488451e-12
../Image/Train_Image\test\FM-SD\IMG_20230523_172821_1.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,2.0,FM-MD,1.0,0.004900448,1.0456614e-09,1.5618538e-06,1.4101394e-07,0.9950943,3.374627e-08,6.5716272e-09,3.431721e-06,1.6749628e-10,1.6483888e-09,6.2848043e-10,1.7437573e-13,7.63504e-08,3.9016503e-12,1.5557267e-09
../Image/Train_Image\test\FM-SD\IMG_20230523_172823_2.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,2.0,FM-MD,1.0,0.0032025147,2.9972705e-10,9.9425215e-08,4.204055e-08,0.9967963,6.444794e-08,4.276933e-09,9.273077e-07,2.4568392e-11,2.0616397e-09,1.9790994e-10,1.1168706e-14,3.813354e-09,1.784259e-12,9.648752e-10
../Image/Train_Image\test\FM-SD\IMG_20230523_172825_1.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,3.0,FM-OM,1.0,0.009540992,8.8004887e-10,4.4952575e-08,1.7199673e-07,0.9904557,6.406226e-09,1.249579e-08,3.1355958e-06,3.7564667e-11,4.280704e-10,7.0389397e-12,2.0596538e-15,6.056909e-10,1.6606654e-13,4.3460815e-11
../Image/Train_Image\test\FM-SD\IMG_20230523_172828.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,2.0,FM-MD,1.0,0.0015948403,3.489858e-11,8.2263245e-09,5.7730905e-09,0.99840504,6.5628614e-10,3.4522096e-10,5.5396175e-08,7.007074e-12,4.305316e-11,2.0200475e-12,1.0904261e-16,5.9400616e-11,8.246125e-15,6.432052e-12
../Image/Train_Image\test\FM-SD\IMG_20230523_172830_1.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,2.0,FM-MD,7.0,HF-MD,1.0,0.00017353999,1.3942618e-09,6.791265e-07,2.981528e-09,0.9998254,8.420495e-09,2.5475755e-10,3.1189788e-07,9.796211e-13,1.3898596e-09,1.2303215e-09,6.1240893e-15,5.896657e-09,5.222833e-13,1.3172687e-09
../Image/Train_Image\test\FM-SD\IMG_20230523_172831_3.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,2.0,FM-MD,7.0,HF-MD,1.0,0.014616537,5.1469197e-08,1.7407856e-05,8.320201e-07,0.9853601,9.954636e-07,2.6173572e-08,3.9362712e-06,6.894706e-10,7.978321e-08,6.6403985e-09,3.6567633e-12,4.006101e-08,7.660937e-11,2.162581e-08
../Image/Train_Image\test\FM-SD\IMG_20230523_172834.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,3.0,FM-OM,1.0,0.0012155771,8.951484e-10,1.6139609e-08,4.9021355e-07,0.99878246,5.007345e-10,4.036324e-08,1.5916735e-06,2.7752483e-09,1.5312307e-11,1.8615164e-12,6.9039724e-15,7.6517637e-10,4.867183e-13,3.365569e-11
../Image/Train_Image\test\FM-SD\IMG_20230523_172835_1.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,3.0,FM-OM,1.0,0.0047723614,4.4642637e-10,8.2151345e-08,3.2457046e-07,0.99520725,1.7934392e-08,7.4195334e-08,1.9904293e-05,4.945874e-10,6.354396e-10,6.775385e-11,3.3857415e-14,2.6463034e-08,2.7662963e-12,4.1452844e-10
../Image/Train_Image\test\FM-SD\IMG_20230523_172842.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,2.0,FM-MD,1.0,0.003812184,3.3852837e-10,3.3214437e-08,1.24401e-08,0.99618727,2.8974443e-09,4.1295825e-09,6.341571e-07,2.4474362e-11,8.4231383e-10,3.7014617e-11,1.8360329e-15,7.306754e-10,9.229346e-14,4.6046108e-11
../Image/Train_Image\test\FM-SD\IMG_20230523_172843_1.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,2.0,FM-MD,1.0,0.0076998794,6.366175e-11,2.164734e-08,1.1338862e-08,0.99230003,3.6111372e-10,1.7756174e-09,9.828182e-08,5.7143897e-11,1.4622993e-10,5.5487884e-12,2.640148e-16,1.3178257e-10,6.2649064e-15,5.676854e-12
../Image/Train_Image\test\FM-SD\IMG_20230523_172845_1.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,2.0,FM-MD,7.0,HF-MD,1.0,0.005042982,6.359887e-09,2.6762618e-06,1.3912136e-08,0.99495393,7.3010398e-09,1.621685e-09,2.9554286e-07,2.141725e-11,1.6793312e-08,1.5137492e-09,2.1129982e-14,3.1761473e-09,3.3012403e-13,2.5434935e-10
../Image/Train_Image\test\FM-SD\IMG_20230523_172847_2.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,2.0,FM-MD,1.0,0.0047367243,1.612875e-10,1.4546808e-07,2.4663894e-08,0.9952618,9.791627e-09,1.6486946e-09,1.2348489e-06,9.656369e-12,5.4302884e-10,2.1046038e-11,2.354766e-15,1.2849896e-09,6.434779e-14,6.6595084e-11
../Image/Train_Image\test\FM-SD\IMG_20230523_172849_1.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,2.0,FM-MD,1.0,0.0005674887,7.7032485e-11,5.36342e-09,9.973826e-10,0.9994325,4.1481252e-10,1.4275181e-10,3.7664265e-08,5.5989653e-13,5.7430834e-11,1.6255433e-12,2.5921698e-17,1.587604e-11,2.432289e-15,3.1127661e-12
../Image/Train_Image\test\FM-SD\IMG_20230523_172852.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,2.0,FM-MD,1.0,0.00016439884,2.3911878e-10,1.3034668e-08,4.8940265e-09,0.9998356,1.1443503e-09,3.7986456e-10,5.1863584e-08,9.188686e-12,2.5946186e-11,3.5289855e-12,8.959529e-16,7.0699016e-11,9.7134364e-14,3.7809415e-11
../Image/Train_Image\test\FM-SD\IMG_20230523_172853.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,3.0,FM-OM,1.0,0.0004078705,3.314319e-10,9.293293e-09,3.2212974e-08,0.99959177,2.7236249e-09,2.5329272e-09,3.476023e-07,7.434676e-11,2.4814286e-11,2.4729982e-12,4.4681e-15,1.817719e-10,4.522205e-13,5.918199e-11
../Image/Train_Image\test\FM-SD\IMG_20230523_172856.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,2.0,FM-MD,7.0,HF-MD,1.0,0.000111701294,1.3964097e-08,2.2863586e-07,3.6559358e-09,0.99988794,1.6482154e-08,2.398041e-10,5.3944454e-08,1.1097452e-11,2.455705e-10,5.2330668e-11,1.1610242e-14,1.3679087e-10,8.399639e-13,2.3014321e-10
../Image/Train_Image\test\FM-SD\IMG_20230523_172858.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,3.0,FM-OM,1.0,0.00083030656,9.743345e-09,2.144093e-08,9.579129e-08,0.99916935,1.9512342e-10,6.1228915e-09,2.9877012e-07,3.4082254e-10,1.6547524e-11,4.7626676e-13,2.1925249e-15,2.715149e-11,7.804437e-14,4.9828644e-12
../Image/Train_Image\test\FM-SD\IMG_20230523_172900.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,3.0,FM-OM,1.0,0.0005862239,1.3012296e-09,9.649089e-08,3.724977e-07,0.9994117,3.5980423e-09,3.462158e-09,1.6818002e-06,1.818827e-10,1.6414621e-11,2.1309207e-12,2.4598496e-14,8.3334617e-10,9.794493e-13,1.1817422e-10
../Image/Train_Image\test\FM-SD\IMG_20230523_172902_1.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,2.0,FM-MD,7.0,HF-MD,1.0,0.0018398674,3.2511788e-10,5.783359e-08,9.7308686e-09,0.9981602,5.4846827e-10,7.4737834e-11,1.6366318e-08,3.4686564e-12,3.656701e-11,6.7783946e-13,1.917387e-16,1.3317557e-11,5.215322e-15,3.33039e-12
../Image/Train_Image\test\FM-SD\IMG_20230523_172906_1.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,2.0,FM-MD,1.0,0.0009236638,7.9783913e-10,3.5807312e-07,9.721209e-09,0.99907506,2.679447e-08,1.0808546e-09,9.602413e-07,2.9125645e-12,1.7022109e-09,1.8223181e-10,6.591909e-15,2.9266911e-09,3.5345481e-13,6.251535e-10
../Image/Train_Image\test\FM-SD\IMG_20230523_172908_2.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,2.0,FM-MD,7.0,HF-MD,1.0,0.005015132,8.194068e-10,4.7566928e-07,4.1341423e-08,0.99498403,9.8291e-09,4.8155196e-10,2.9188598e-07,1.2181922e-11,3.5928363e-10,1.4683471e-11,8.777426e-15,6.530053e-10,1.3785284e-13,7.030498e-11
../Image/Train_Image\test\FM-SD\IMG_20230523_172910_1.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,3.0,FM-OM,1.0,0.00016690006,9.422836e-12,1.7579361e-09,3.699936e-09,0.9998331,4.4238828e-11,1.5803896e-11,8.548078e-09,8.085457e-13,4.1163728e-13,5.852719e-14,1.3427345e-17,6.179788e-12,1.4125048e-15,8.214366e-13
../Image/Train_Image\test\FM-SD\IMG_20230523_172912.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,3.0,FM-OM,1.0,8.108652e-05,5.839033e-11,1.2100297e-09,4.454799e-09,0.99991846,4.1925483e-10,5.158841e-10,5.039599e-07,6.6770325e-13,1.031441e-11,1.3587515e-12,5.3171325e-17,1.5217573e-10,2.889821e-14,1.2688975e-11
../Image/Train_Image\test\FM-SD\IMG_20230523_172914.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,2.0,FM-MD,1.0,6.507513e-05,1.4235817e-11,9.887484e-10,3.1281933e-10,0.9999349,2.243516e-11,1.13310515e-11,9.420413e-09,7.0812144e-14,1.5601375e-12,1.815443e-13,3.1696823e-18,4.720171e-12,5.300838e-16,5.773341e-13
../Image/Train_Image\test\FM-SD\IMG_20230523_172916_1.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,3.0,FM-OM,1.0,0.00024756548,2.6608238e-10,2.7316993e-08,5.6343136e-08,0.9997515,1.0463478e-09,3.8855483e-09,9.3684196e-07,1.1305019e-10,2.3860924e-11,6.628999e-12,6.1440403e-15,1.3034533e-09,5.4444654e-13,9.027788e-11
../Image/Train_Image\test\FM-SD\IMG_20230523_172918_1.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,2.0,FM-MD,7.0,HF-MD,1.0,0.00027253863,1.0454045e-10,5.2897526e-08,2.556613e-10,0.9997274,2.6480773e-10,2.499133e-10,3.0103504e-08,1.7674492e-13,2.0684319e-09,2.8764244e-10,1.7083227e-17,3.8247916e-10,1.9957183e-15,4.0383037e-11
../Image/Train_Image\test\FM-SD\IMG_20230523_172920.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,2.0,FM-MD,1.0,0.0016790219,1.8435282e-10,3.9027007e-08,1.657843e-08,0.99832064,1.6678136e-09,2.4538547e-09,3.6435938e-07,1.584308e-11,4.2336556e-10,2.0901699e-11,7.015708e-16,6.737008e-10,4.1486424e-14,5.4122824e-11
../Image/Train_Image\test\FM-SD\IMG_20230523_172922_1.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,2.0,FM-MD,1.0,0.00014020632,4.6140116e-11,3.2917264e-09,8.7386254e-10,0.9998598,5.339276e-11,1.7186086e-10,3.8997076e-08,4.3081248e-13,2.4346525e-11,1.2689045e-12,1.0448375e-17,2.6678802e-11,1.6234465e-15,2.278448e-12
../Image/Train_Image\test\FM-SD\IMG_20230523_172924.jpg,4,FM-SD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,2.0,FM-MD,1.0,0.0002512351,6.2177145e-11,8.696655e-09,2.4618771e-09,0.9997484,4.5191698e-10,6.8817035e-10,3.2462245e-07,1.0474112e-12,8.104124e-11,1.0777969e-11,7.1753855e-17,4.1477433e-10,1.0106312e-14,2.277587e-11
../Image/Train_Image\test\HF-ED\IMG_20230416_094803_1.jpg,5,HF-ED,5.0,HF-ED,9.0,HF-SD,0.0,FM-ED,10.0,RJ-ED,1.0,0.00013652892,1.4693619e-07,1.2527821e-06,1.0552165e-09,9.40956e-06,0.9799733,2.742382e-07,5.7447744e-07,6.7617552e-12,0.019792408,4.7395326e-05,1.7139724e-08,7.549117e-07,5.7030866e-07,3.7353027e-05
../Image/Train_Image\test\HF-ED\IMG_20230416_094804.jpg,5,HF-ED,5.0,HF-ED,9.0,HF-SD,0.0,FM-ED,10.0,RJ-ED,1.0,0.00085374614,3.5067237e-07,1.2786508e-05,7.491755e-09,3.9119437e-05,0.9382691,1.6948604e-06,1.5713415e-05,2.4830206e-11,0.060279876,0.00039461217,4.7170598e-08,1.0155285e-05,7.473815e-07,0.00012208018
../Image/Train_Image\test\HF-ED\IMG_20230416_094804_1.jpg,5,HF-ED,5.0,HF-ED,9.0,HF-SD,0.0,FM-ED,10.0,RJ-ED,1.0,0.0019599085,1.0038775e-06,4.1326868e-05,4.2718188e-08,7.731117e-05,0.9305768,4.204592e-06,2.6295425e-05,6.0526945e-10,0.06582079,0.00079851033,6.012203e-07,5.1115407e-05,4.68947e-06,0.00063744746
../Image/Train_Image\test\HF-ED\IMG_20230416_094809.jpg,5,HF-ED,5.0,HF-ED,7.0,HF-MD,14.0,RJ-SD,9.0,HF-SD,1.0,3.7113523e-10,1.7390162e-12,7.5491315e-12,1.1933764e-11,2.869723e-13,1.0,4.6962553e-13,3.053286e-08,1.7445506e-20,2.444009e-09,1.4689079e-12,5.128672e-13,2.4182829e-13,1.5891932e-11,2.0516941e-08
../Image/Train_Image\test\HF-ED\IMG_20230416_094810.jpg,5,HF-ED,5.0,HF-ED,7.0,HF-MD,14.0,RJ-SD,9.0,HF-SD,1.0,8.545795e-10,3.2113147e-12,5.6766e-11,4.8916784e-11,1.1687362e-12,0.9999995,2.1024113e-12,4.0789308e-07,2.033635e-19,2.349846e-09,5.018206e-12,3.956228e-12,2.6138198e-12,4.2465607e-11,6.638958e-08
../Image/Train_Image\test\HF-ED\IMG_20230416_094811.jpg,5,HF-ED,5.0,HF-ED,7.0,HF-MD,14.0,RJ-SD,0.0,FM-ED,1.0,1.8979608e-06,1.3322192e-09,3.06202e-07,4.5084843e-08,1.23473445e-08,0.99925333,2.395429e-08,0.0005820236,1.1563289e-13,5.1361997e-07,1.5747085e-07,2.6624447e-08,2.8055032e-07,1.18815926e-07,0.00016125954
../Image/Train_Image\test\HF-ED\IMG_20230416_094813_2.jpg,5,HF-ED,5.0,HF-ED,14.0,RJ-SD,7.0,HF-MD,0.0,FM-ED,1.0,6.918239e-08,1.19804635e-11,1.1761135e-08,3.6298742e-10,1.09360694e-10,0.9999956,1.634898e-11,7.473159e-07,4.062694e-17,3.1312457e-08,1.4528957e-09,3.7268123e-11,7.3070955e-10,1.7980495e-10,3.6480628e-06
../Image/Train_Image\test\HF-ED\IMG_20230416_094814.jpg,5,HF-ED,5.0,HF-ED,14.0,RJ-SD,7.0,HF-MD,9.0,HF-SD,1.0,1.2938107e-08,1.8591479e-11,1.9405577e-09,9.652572e-11,3.872329e-11,0.9999989,1.1810477e-11,3.9082613e-07,5.3925265e-18,3.298314e-08,2.9344793e-10,1.5927206e-11,8.6514365e-11,1.045826e-10,7.048173e-07
../Image/Train_Image\test\HF-ED\IMG_20230416_094814_1.jpg,5,HF-ED,5.0,HF-ED,9.0,HF-SD,7.0,HF-MD,14.0,RJ-SD,1.0,4.5460546e-09,3.0209783e-11,5.4258306e-11,4.65626e-12,1.0117118e-11,0.9999993,2.1408014e-11,5.5673965e-08,1.3277662e-19,6.926659e-07,6.843865e-11,9.0542303e-13,2.4208806e-12,3.0861074e-11,2.5245495e-08
../Image/Train_Image\test\HF-ED\IMG_20230416_094817_1.jpg,5,HF-ED,5.0,HF-ED,9.0,HF-SD,14.0,RJ-SD,0.0,FM-ED,1.0,2.3085956e-06,4.535456e-08,6.8860636e-08,9.2780506e-10,4.625448e-08,0.99971884,3.405136e-09,9.528126e-07,1.8477789e-15,0.0002751135,9.197924e-08,9.478871e-10,1.9868578e-09,1.756235e-08,2.4856113e-06
../Image/Train_Image\test\HF-ED\IMG_20230416_094818.jpg,5,HF-ED,5.0,HF-ED,9.0,HF-SD,0.0,FM-ED,14.0,RJ-SD,1.0,3.2266105e-06,7.796069e-09,4.7704358e-08,3.6080947e-10,5.7379687e-08,0.9997987,3.842374e-09,1.1461938e-06,1.6670378e-15,0.00019402629,1.787424e-07,6.3515154e-10,4.324557e-09,1.7954354e-08,2.5015245e-06
