图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-4-预测ID,top-4-预测名称,top-n预测正确,FMP-ED-预测置信度,FMP-LD-预测置信度,FMP-MD-预测置信度,FMP-OM-预测置信度,FMP-SD-预测置信度,HFP-ED-预测置信度,HFP-LD-预测置信度,HFP-MD-预测置信度,HFP-OM-预测置信度,HFP-SD-预测置信度,SJP-ED-预测置信度,SJP-LD-预测置信度,SJP-MD-预测置信度,SJP-OM-预测置信度,SJP-SD-预测置信度
../Image/Train_Image\test\FMP-OM\IMG_20230522_122353_1.jpg,3,FMP-OM,3.0,FMP-OM,1.0,FMP-LD,0.0,FMP-ED,13.0,SJP-OM,1.0,8.688219e-05,0.00011328116,1.5252051e-06,0.999782,4.7651047e-06,7.398093e-07,2.0256216e-06,7.788158e-07,1.2286864e-07,6.6816574e-07,4.276281e-07,3.4158901e-07,8.791567e-08,5.8924415e-06,2.8992852e-07
../Image/Train_Image\test\FMP-OM\IMG_20230522_122354_2.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,4.0,FMP-SD,1.0,FMP-LD,1.0,0.24353062,0.005091108,0.00061130396,0.7227227,0.024223333,0.0006050899,0.0024872182,0.0002242026,6.162491e-05,1.4933965e-05,7.035353e-06,1.1541264e-05,0.00011314651,2.4205407e-05,0.00027196814
../Image/Train_Image\test\FMP-OM\IMG_20230522_122355_2.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,1.0,FMP-LD,6.0,HFP-LD,1.0,0.00037629664,1.9221787e-05,2.5960007e-06,0.99957997,4.202336e-06,1.2839095e-06,6.27942e-06,1.5078558e-06,4.6189125e-06,1.6684778e-06,4.3219993e-07,3.5493105e-08,2.582729e-07,1.2166422e-06,4.810654e-07
../Image/Train_Image\test\FMP-OM\IMG_20230522_122356_2.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,1.0,FMP-LD,2.0,FMP-MD,1.0,0.00010727473,8.774592e-05,4.5604324e-05,0.99973315,2.9584298e-06,8.880775e-07,5.528534e-06,1.2097947e-06,4.3407663e-06,1.8145881e-06,5.753112e-07,8.427118e-07,3.1450048e-07,5.9742883e-06,1.8348227e-06
../Image/Train_Image\test\FMP-OM\IMG_20230522_122357_2.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,1.0,FMP-LD,8.0,HFP-OM,1.0,0.00076030113,0.0007565126,3.2170938e-05,0.9981964,1.7150129e-05,6.4822275e-06,5.3617743e-05,3.563055e-06,7.104877e-05,1.7935135e-05,4.2084307e-06,7.5754856e-06,1.6293016e-06,6.258795e-05,8.715216e-06
../Image/Train_Image\test\FMP-OM\IMG_20230522_122358_2.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,8.0,HFP-OM,6.0,HFP-LD,1.0,0.0009684466,5.1214654e-05,1.5474256e-05,0.99879646,5.432281e-06,8.809536e-06,5.36289e-05,4.0740065e-06,6.685207e-05,8.94092e-06,1.3527072e-06,4.604716e-07,2.5653705e-07,1.4920412e-05,3.58881e-06
../Image/Train_Image\test\FMP-OM\IMG_20230522_122359_1.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,1.0,FMP-LD,6.0,HFP-LD,1.0,0.0006811193,0.00040180061,1.0418923e-05,0.99882835,6.0727643e-07,2.0273906e-06,3.0491401e-05,2.139716e-06,5.1536695e-06,2.4662695e-06,2.9223866e-06,7.906386e-07,1.2838808e-07,3.0472303e-05,1.0813934e-06
../Image/Train_Image\test\FMP-OM\IMG_20230522_122400_1.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,1.0,FMP-LD,6.0,HFP-LD,1.0,0.0030836,0.00022334392,5.359403e-06,0.99662554,2.0188604e-06,9.5328477e-07,2.6428379e-05,1.1839858e-06,1.3269406e-05,8.150969e-07,5.053788e-07,3.516215e-07,2.0024207e-07,1.0336658e-05,6.0883194e-06
../Image/Train_Image\test\FMP-OM\IMG_20230522_122414_horizontal.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,2.0,FMP-MD,4.0,FMP-SD,1.0,0.0007255409,6.165798e-06,1.6896161e-05,0.9992367,9.723223e-06,7.1873257e-07,2.0150626e-08,4.3871267e-09,8.537734e-07,3.2991886e-07,2.966063e-08,1.4612874e-07,1.2635974e-07,2.2781514e-06,4.955943e-07
../Image/Train_Image\test\FMP-OM\IMG_20230522_122415_horizontal.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,2.0,FMP-MD,4.0,FMP-SD,1.0,0.03233146,6.072031e-06,0.00017403215,0.9672687,0.00011568092,2.0061556e-05,3.9388656e-06,1.6828682e-06,4.0089603e-06,1.0774737e-05,4.9901882e-06,7.3583915e-06,3.838577e-06,2.608331e-05,2.1231604e-05
../Image/Train_Image\test\FMP-OM\IMG_20230522_122417_1.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,8.0,HFP-OM,2.0,FMP-MD,1.0,0.0004472967,6.7753774e-07,2.7979222e-06,0.9995433,6.411578e-08,1.8290754e-07,2.3467344e-07,1.089207e-08,3.7856425e-06,2.1318206e-07,2.9308789e-09,1.0972228e-07,2.9308634e-08,6.7525224e-07,5.9174454e-07
../Image/Train_Image\test\FMP-OM\IMG_20230522_122417_4.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,2.0,FMP-MD,1.0,FMP-LD,1.0,0.00055851473,2.6591117e-05,9.828852e-05,0.9993037,4.0464965e-06,9.738478e-07,8.5242226e-07,5.3884865e-08,3.1156203e-06,6.245263e-07,2.9139704e-08,5.4268276e-07,1.0396946e-07,1.7183166e-06,8.5759757e-07
../Image/Train_Image\test\FMP-OM\IMG_20230522_122418_2.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,2.0,FMP-MD,4.0,FMP-SD,1.0,0.00029132687,1.0525882e-06,1.2854089e-05,0.9996853,4.300509e-06,3.864538e-07,1.3123763e-07,7.0571154e-08,2.6200132e-06,4.411686e-07,2.7541237e-08,1.2947322e-07,6.781715e-08,1.2071287e-06,1.263633e-07
../Image/Train_Image\test\FMP-OM\IMG_20230522_122419_1.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,2.0,FMP-MD,8.0,HFP-OM,1.0,0.002706982,1.0313149e-05,0.00015659026,0.99708706,7.962463e-06,1.8993358e-06,1.529339e-07,2.8677526e-08,1.0425238e-05,7.0170113e-06,1.5362296e-07,1.8013067e-06,2.0445542e-07,7.415457e-06,2.0633654e-06
../Image/Train_Image\test\FMP-OM\IMG_20230522_122420_2.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,2.0,FMP-MD,5.0,HFP-ED,1.0,0.002857952,2.7035135e-06,0.00011437586,0.9970125,2.200382e-06,5.074882e-06,6.5371225e-08,3.7245133e-08,1.5408538e-07,1.5222164e-06,7.3737276e-08,6.431973e-07,3.369767e-07,1.3691792e-06,1.0544417e-06
../Image/Train_Image\test\FMP-OM\IMG_20230522_122421_1.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,2.0,FMP-MD,5.0,HFP-ED,1.0,0.010438008,2.707599e-06,0.00011312901,0.98943055,7.267845e-07,4.4850835e-06,2.0029853e-07,3.708689e-08,2.3332948e-06,2.1182943e-06,1.5590028e-07,8.039648e-07,9.548316e-08,4.1547946e-06,5.65702e-07
../Image/Train_Image\test\FMP-OM\IMG_20230522_122422_1.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,2.0,FMP-MD,4.0,FMP-SD,1.0,0.0012881446,1.1438053e-06,3.6690486e-05,0.99865866,7.206549e-06,3.9283696e-06,6.8403345e-08,7.4638194e-08,6.966317e-07,8.317449e-07,8.744717e-08,9.786634e-08,5.4569615e-08,1.3145659e-06,8.8264954e-07
../Image/Train_Image\test\FMP-OM\IMG_20230522_122422_horizontal.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,2.0,FMP-MD,4.0,FMP-SD,1.0,0.007769237,4.401897e-06,8.6499225e-05,0.99211216,1.7472232e-05,1.560134e-06,1.6358868e-07,1.266029e-07,1.5136271e-06,4.4053077e-06,1.3788141e-07,4.880537e-07,3.6686973e-07,7.063504e-07,7.1265384e-07
../Image/Train_Image\test\FMP-OM\IMG_20230522_122423_horizontal.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,2.0,FMP-MD,4.0,FMP-SD,1.0,0.0029744238,8.628864e-05,0.00035460116,0.99633247,0.00015397127,1.0007384e-06,2.4280139e-06,2.3537369e-07,5.0854687e-05,1.6509714e-06,7.387658e-07,1.5263931e-05,4.7088706e-06,8.138635e-06,1.3274818e-05
../Image/Train_Image\test\FMP-OM\IMG_20230522_122424_horizontal.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,2.0,FMP-MD,4.0,FMP-SD,1.0,0.00090028846,2.5793313e-06,3.3643824e-05,0.9990483,7.6174356e-06,1.0112999e-06,5.2667525e-07,7.6517644e-08,1.3097183e-06,1.1545487e-06,4.3538275e-08,3.66043e-07,3.2442168e-07,1.3086718e-06,1.4286663e-06
../Image/Train_Image\test\FMP-OM\IMG_20230522_122426_1.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,2.0,FMP-MD,1.0,FMP-LD,1.0,0.010881742,9.3505165e-05,0.00042910583,0.9884878,4.8431906e-05,4.993602e-06,4.99106e-06,9.728109e-07,2.4802739e-05,8.225939e-06,7.5560115e-07,2.205066e-06,1.734117e-06,1.3404461e-06,9.41194e-06
../Image/Train_Image\test\FMP-OM\IMG_20230522_122427_1.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,1.0,FMP-LD,2.0,FMP-MD,1.0,0.0003211587,0.00016842499,8.013737e-05,0.99936515,5.372785e-05,1.960257e-06,1.5277537e-06,1.8283249e-06,4.8536054e-07,9.060493e-07,2.0922789e-07,9.5081015e-07,7.031494e-08,2.6871944e-06,8.8228984e-07
../Image/Train_Image\test\FMP-OM\IMG_20230522_122428_1.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,4.0,FMP-SD,2.0,FMP-MD,1.0,0.0043184264,4.456026e-05,5.0825536e-05,0.994779,0.000792725,2.3327438e-07,7.975329e-06,2.1787902e-07,1.5349636e-06,1.2834884e-07,3.980396e-07,2.679185e-06,1.3637928e-07,1.5915307e-07,9.605593e-07
../Image/Train_Image\test\FMP-OM\IMG_20230522_122430_1.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,4.0,FMP-SD,1.0,FMP-LD,1.0,0.00014966927,1.1173512e-05,4.6788173e-06,0.9997707,5.5226163e-05,2.9907238e-08,4.329669e-07,1.6201463e-08,4.3338537e-07,3.489994e-08,6.774101e-07,3.8928337e-07,1.0451766e-06,4.2928486e-06,1.2432891e-06
../Image/Train_Image\test\FMP-OM\IMG_20230522_122431_horizontal.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,2.0,FMP-MD,1.0,FMP-LD,1.0,0.00018373708,1.7211221e-06,1.23495365e-05,0.99979717,5.383751e-07,2.8412439e-08,1.6428921e-06,1.11329086e-07,1.1653093e-06,4.971932e-08,2.317838e-07,8.6105484e-07,3.4191633e-08,2.608686e-07,2.2312081e-07
../Image/Train_Image\test\FMP-OM\IMG_20230522_122432_horizontal.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,1.0,FMP-LD,2.0,FMP-MD,1.0,0.000807156,9.8333076e-05,2.5622647e-05,0.99902,1.5578818e-05,3.553195e-07,3.997924e-06,7.0210695e-07,1.9457077e-05,1.0960147e-07,1.2520875e-06,4.5341034e-07,7.6122626e-07,4.086851e-06,2.047638e-06
../Image/Train_Image\test\FMP-OM\IMG_20230522_122454_1.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,2.0,FMP-MD,1.0,FMP-LD,1.0,0.0017467149,5.0555045e-05,0.00022757049,0.99795413,1.9386003e-05,3.9738248e-07,6.9772406e-09,1.5327213e-07,3.7429695e-09,1.1133532e-08,1.6148663e-08,8.021053e-08,3.3602504e-08,1.5689969e-07,6.955629e-07
../Image/Train_Image\test\FMP-OM\IMG_20230522_122455_1.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,1.0,FMP-LD,2.0,FMP-MD,1.0,0.0010807469,9.564432e-05,7.169183e-05,0.9987067,1.1429144e-05,7.2287576e-06,1.8138456e-06,4.5683274e-07,1.2305006e-06,1.8544671e-06,2.507021e-07,1.3471081e-06,1.1624148e-07,4.692927e-06,1.4849546e-05
../Image/Train_Image\test\FMP-OM\IMG_20230522_122456_1_horizontal.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,2.0,FMP-MD,1.0,FMP-LD,1.0,0.02071287,0.00015727848,0.006114276,0.9729177,7.273111e-05,7.99948e-06,1.5566403e-08,9.355448e-07,6.146984e-09,5.0698358e-08,4.4318958e-07,1.7498191e-06,2.211909e-06,2.1764372e-06,9.607619e-06
../Image/Train_Image\test\FMP-OM\IMG_20230522_122457_2_horizontal.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,2.0,FMP-MD,1.0,FMP-LD,1.0,0.038134016,0.00049590913,0.0009044445,0.9601186,5.480885e-06,0.00013181212,1.0759386e-07,1.5783504e-06,2.2740635e-07,1.235249e-06,9.458197e-08,2.3588645e-06,1.591373e-06,2.3331836e-07,0.00020225276
../Image/Train_Image\test\FMP-OM\IMG_20230522_122459_1.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,2.0,FMP-MD,1.0,FMP-LD,1.0,0.08345684,5.2256044e-05,0.0019733314,0.91445935,1.0086977e-06,6.6246366e-06,6.740513e-08,2.5045335e-07,2.2324471e-08,1.6831311e-07,1.3671779e-06,2.2325346e-06,1.7001244e-06,8.603319e-06,3.6242818e-05
../Image/Train_Image\test\FMP-OM\IMG_20230522_122500_horizontal.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,2.0,FMP-MD,1.0,FMP-LD,1.0,0.0774726,0.000282496,0.016766293,0.9051377,0.00016874819,1.3698755e-05,1.1497654e-06,7.0405713e-07,1.7426206e-07,8.263261e-06,1.591507e-05,4.976021e-06,6.7976794e-06,3.567175e-05,8.4844636e-05
../Image/Train_Image\test\FMP-OM\IMG_20230522_122501_horizontal.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,1.0,FMP-LD,2.0,FMP-MD,1.0,0.08967814,0.0027619568,0.0015500135,0.9053147,0.00046322076,2.5038563e-07,3.0346098e-06,8.548807e-07,1.1989523e-06,1.6982517e-06,4.522555e-06,8.0470517e-07,4.249581e-06,3.2210915e-05,0.00018315103
../Image/Train_Image\test\FMP-OM\IMG_20230522_122502_2_horizontal.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,2.0,FMP-MD,1.0,FMP-LD,1.0,0.0107712485,0.00018660047,0.0011923583,0.98763484,9.916303e-06,8.697678e-05,8.5357556e-07,2.0306077e-06,6.795735e-08,1.05582544e-07,2.9728045e-07,5.638899e-06,5.782972e-07,6.140317e-05,4.7123864e-05
../Image/Train_Image\test\FMP-OM\IMG_20230522_122503_2_horizontal.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,2.0,FMP-MD,4.0,FMP-SD,1.0,0.17076568,0.0009181703,0.02822749,0.7989731,0.0009892427,1.936124e-05,9.035837e-06,1.4055958e-05,9.1437124e-07,8.650223e-06,7.796179e-06,3.4477025e-06,2.6507157e-06,2.6142947e-05,3.422199e-05
../Image/Train_Image\test\FMP-OM\IMG_20230522_122504_horizontal.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,1.0,FMP-LD,2.0,FMP-MD,1.0,0.0007254063,2.7796623e-05,1.1927152e-05,0.99923134,2.5751901e-06,1.80592e-07,4.7285305e-09,2.239915e-08,1.3064336e-08,1.6111393e-08,1.0704146e-08,4.90701e-09,4.254235e-09,1.3857881e-07,6.00734e-07
../Image/Train_Image\test\FMP-OM\IMG_20230522_122506.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,1.0,FMP-LD,2.0,FMP-MD,1.0,0.00086321,0.00028993934,0.00027834336,0.99855334,9.524422e-06,7.020281e-07,2.2407158e-07,1.905803e-07,7.374581e-08,7.391535e-08,1.2057957e-07,1.9892009e-07,1.5674287e-07,1.963561e-06,1.8431354e-06
../Image/Train_Image\test\FMP-OM\IMG_20230522_122543_1.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,2.0,FMP-MD,1.0,FMP-LD,1.0,0.00011886959,2.7540563e-07,7.0736655e-07,0.9998795,2.7200346e-07,7.990247e-08,3.3812435e-09,2.4521809e-08,1.0127685e-07,4.5385125e-08,6.539694e-09,2.7741875e-09,1.3721206e-09,3.1067962e-08,9.538044e-08
../Image/Train_Image\test\FMP-OM\IMG_20230522_122543_3.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,2.0,FMP-MD,1.0,FMP-LD,1.0,0.009857725,8.2320206e-05,0.00080318877,0.9891699,3.4078224e-05,1.0775574e-05,3.422005e-07,1.324701e-06,3.6715275e-07,7.909468e-06,5.9892905e-06,7.131894e-07,1.3289133e-06,4.2732313e-06,1.974596e-05
../Image/Train_Image\test\FMP-OM\IMG_20230522_122544_1_horizontal.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,2.0,FMP-MD,13.0,SJP-OM,1.0,0.05003527,0.000668884,0.007472106,0.9401739,0.00029364845,6.375692e-05,2.3938244e-06,4.621518e-06,6.88576e-06,2.645499e-05,3.5869423e-05,4.1292387e-05,1.1859984e-05,0.0007095529,0.00045355162
../Image/Train_Image\test\FMP-OM\IMG_20230522_122544_horizontal.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,2.0,FMP-MD,13.0,SJP-OM,1.0,0.002041249,9.088619e-06,0.00011435206,0.9977951,4.32996e-06,6.327831e-06,5.21407e-08,3.9873026e-08,5.999229e-08,1.0684613e-06,1.0062807e-06,4.1186843e-07,2.0703213e-07,1.9577532e-05,7.298899e-06
../Image/Train_Image\test\FMP-OM\IMG_20230522_122545_2_horizontal.jpg,3,FMP-OM,3.0,FMP-OM,1.0,FMP-LD,2.0,FMP-MD,0.0,FMP-ED,1.0,7.624958e-05,0.00024060669,0.0001737949,0.9994966,9.954417e-06,3.1271593e-08,1.0081856e-07,4.2532246e-08,3.0549123e-07,9.629964e-07,1.165881e-07,2.2110514e-08,6.603877e-08,7.162602e-07,4.1017645e-07
../Image/Train_Image\test\FMP-OM\IMG_20230522_122546_1.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,2.0,FMP-MD,1.0,FMP-LD,1.0,0.0025361872,0.00045387668,0.000777991,0.9961144,3.4986184e-05,1.0802646e-06,5.252613e-07,3.0868998e-06,4.7723535e-07,3.3957758e-07,2.306766e-06,5.9883924e-08,8.792915e-07,5.3731897e-06,6.839596e-05
../Image/Train_Image\test\FMP-OM\IMG_20230522_122547_1.jpg,3,FMP-OM,3.0,FMP-OM,0.0,FMP-ED,1.0,FMP-LD,4.0,FMP-SD,1.0,0.00015802337,0.000121601064,1.0777969e-05,0.99963474,6.2358864e-05,3.3305886e-07,9.5332005e-08,1.9331317e-06,3.7401128e-07,1.7411196e-07,1.7210617e-07,1.6761751e-08,2.2817229e-08,1.8179845e-06,7.5730572e-06
../Image/Train_Image\test\FMP-OM\IMG_20230522_122548.jpg,3,FMP-OM,3.0,FMP-OM,1.0,FMP-LD,0.0,FMP-ED,14.0,SJP-SD,1.0,0.0019716537,0.0045766006,0.000111674184,0.99278307,0.00011729389,5.8658857e-06,4.058754e-06,4.4988286e-05,6.380245e-06,1.8307902e-06,2.1152662e-06,9.1334806e-07,1.936169e-06,1.664116e-05,0.00035497278
../Image/Train_Image\test\FMP-SD\IMG_20230523_172655.jpg,4,FMP-SD,4.0,FMP-SD,0.0,FMP-ED,2.0,FMP-MD,12.0,SJP-MD,1.0,0.0024034097,2.4950925e-05,0.0023250866,1.8577025e-06,0.9948736,6.862797e-05,1.7779753e-06,2.1487105e-05,1.174943e-07,5.2104402e-05,8.6951266e-05,1.01597536e-07,0.00013389389,1.0218913e-07,5.9606564e-06
../Image/Train_Image\test\FMP-SD\IMG_20230523_172657_2.jpg,4,FMP-SD,4.0,FMP-SD,0.0,FMP-ED,2.0,FMP-MD,12.0,SJP-MD,1.0,0.0029165791,9.885152e-06,0.0027980276,1.2175393e-06,0.9941695,7.078492e-06,2.7905216e-07,2.6288767e-06,5.8716292e-08,8.9681635e-06,2.1014905e-05,1.540666e-08,5.3216285e-05,3.1178633e-08,1.1458713e-05
../Image/Train_Image\test\FMP-SD\IMG_20230523_172659_2.jpg,4,FMP-SD,4.0,FMP-SD,2.0,FMP-MD,0.0,FMP-ED,9.0,HFP-SD,1.0,6.2435305e-05,5.186821e-07,0.0001293026,7.459735e-10,0.99980515,9.9460145e-08,6.3968106e-09,5.9158687e-09,1.1022082e-09,1.0072113e-06,5.235679e-07,2.1365663e-09,2.3888506e-07,1.1805361e-09,6.601133e-07
../Image/Train_Image\test\FMP-SD\IMG_20230523_172701_2.jpg,4,FMP-SD,4.0,FMP-SD,0.0,FMP-ED,2.0,FMP-MD,1.0,FMP-LD,1.0,0.00082816597,2.490951e-06,6.1275394e-05,2.0637536e-08,0.99910516,3.6120795e-08,6.0955394e-08,1.1821548e-07,7.976141e-09,6.912966e-07,5.5299455e-07,7.25178e-10,9.908507e-07,7.633475e-10,5.776578e-07
../Image/Train_Image\test\FMP-SD\IMG_20230523_172707.jpg,4,FMP-SD,4.0,FMP-SD,0.0,FMP-ED,2.0,FMP-MD,1.0,FMP-LD,1.0,0.016715901,0.0012589246,0.0094056185,6.0786533e-06,0.9718142,0.0003168607,9.384343e-06,0.00018559243,1.9522804e-06,0.00022483214,1.4125248e-05,1.5349995e-08,3.4642704e-05,1.6944527e-07,1.1709405e-05
../Image/Train_Image\test\FMP-SD\IMG_20230523_172710.jpg,4,FMP-SD,4.0,FMP-SD,2.0,FMP-MD,0.0,FMP-ED,1.0,FMP-LD,1.0,0.00040572652,1.6012635e-05,0.00058960536,5.3033364e-07,0.9989619,2.010295e-07,2.7264957e-06,2.295931e-06,4.285181e-08,7.820083e-07,8.398359e-06,7.069621e-09,1.007411e-05,1.807764e-09,1.5449208e-06
../Image/Train_Image\test\FMP-SD\IMG_20230523_172713_1.jpg,4,FMP-SD,4.0,FMP-SD,0.0,FMP-ED,2.0,FMP-MD,1.0,FMP-LD,1.0,0.008161456,5.2317966e-05,0.0015020974,7.5701105e-06,0.9901674,6.377706e-06,1.1887985e-05,1.2218745e-05,6.3111844e-07,3.7991304e-05,9.224899e-06,2.1884343e-08,2.663383e-05,1.4873976e-07,4.0595773e-06
../Image/Train_Image\test\FMP-SD\IMG_20230523_172718.jpg,4,FMP-SD,4.0,FMP-SD,0.0,FMP-ED,2.0,FMP-MD,12.0,SJP-MD,1.0,0.00013438068,2.0800944e-06,0.0001129281,3.292068e-06,0.9995454,4.4611374e-05,4.2309066e-06,1.8089875e-05,2.9358085e-07,2.5396164e-05,1.0741893e-05,2.4648642e-08,9.537201e-05,3.234352e-07,2.9265686e-06
../Image/Train_Image\test\FMP-SD\IMG_20230523_172720_1.jpg,4,FMP-SD,4.0,FMP-SD,0.0,FMP-ED,2.0,FMP-MD,1.0,FMP-LD,1.0,0.00090011564,1.2169774e-05,0.00011193732,4.8103936e-07,0.9989599,4.671426e-08,1.261702e-06,4.0555662e-07,3.900791e-07,4.9276946e-06,3.4940583e-06,1.30432625e-08,3.4636028e-06,1.42042555e-08,1.3004126e-06
../Image/Train_Image\test\FMP-SD\IMG_20230523_172722_1.jpg,4,FMP-SD,4.0,FMP-SD,2.0,FMP-MD,1.0,FMP-LD,0.0,FMP-ED,1.0,0.00010955715,0.00023383538,0.00043899158,1.2567773e-08,0.9992079,4.6514494e-08,2.2162006e-08,2.6370017e-06,1.9900432e-09,3.6856363e-06,1.2031855e-06,5.2129684e-10,1.7237796e-06,2.9868946e-10,3.310051e-07
../Image/Train_Image\test\FMP-SD\IMG_20230523_172724_1.jpg,4,FMP-SD,4.0,FMP-SD,0.0,FMP-ED,2.0,FMP-MD,1.0,FMP-LD,1.0,0.001499105,0.000210982,0.00097540213,2.381272e-07,0.9972646,1.5965433e-06,1.786495e-07,1.0810455e-05,9.005221e-09,3.4254106e-05,1.5837094e-06,7.595127e-09,1.1294485e-06,4.26313e-09,1.11844415e-07
../Image/Train_Image\test\FMP-SD\IMG_20230523_172726_2.jpg,4,FMP-SD,4.0,FMP-SD,0.0,FMP-ED,2.0,FMP-MD,9.0,HFP-SD,1.0,0.012386165,0.0005519915,0.007260114,5.5699875e-06,0.97866267,1.4321216e-05,2.860794e-05,6.413624e-05,2.5732797e-07,0.00076374935,0.000118053285,2.2496768e-07,0.00013795918,6.8160125e-07,5.4346524e-06
../Image/Train_Image\test\FMP-SD\IMG_20230523_172728_1.jpg,4,FMP-SD,4.0,FMP-SD,0.0,FMP-ED,1.0,FMP-LD,2.0,FMP-MD,1.0,5.402086e-05,1.9381374e-05,5.766496e-06,4.3394515e-09,0.99992,2.3169637e-08,2.2947097e-08,4.2856863e-07,3.9948758e-10,3.0704985e-07,1.3009066e-08,2.4168342e-10,1.2010875e-08,1.9986209e-11,8.741574e-09
../Image/Train_Image\test\FMP-SD\IMG_20230523_172730_2.jpg,4,FMP-SD,4.0,FMP-SD,0.0,FMP-ED,2.0,FMP-MD,1.0,FMP-LD,1.0,0.0011134625,6.157394e-05,0.00072657404,5.97139e-07,0.99804854,2.1571666e-06,5.029726e-08,1.6640408e-05,4.872549e-09,9.086584e-06,8.509299e-06,7.137782e-08,1.1082354e-05,2.5295235e-09,1.547824e-06
../Image/Train_Image\test\FMP-SD\IMG_20230523_172735_1.jpg,4,FMP-SD,4.0,FMP-SD,2.0,FMP-MD,0.0,FMP-ED,12.0,SJP-MD,1.0,0.011901866,9.834564e-06,0.013341521,3.7637044e-05,0.97029793,4.5348446e-05,8.960152e-06,7.281471e-05,9.537172e-07,0.0018627088,0.00041133197,9.0257817e-07,0.0019666837,1.783526e-06,3.961806e-05
../Image/Train_Image\test\FMP-SD\IMG_20230523_172745.jpg,4,FMP-SD,4.0,FMP-SD,0.0,FMP-ED,2.0,FMP-MD,1.0,FMP-LD,1.0,0.13197404,0.00030897264,0.057722285,1.6290744e-05,0.8099354,4.8340735e-06,4.2536743e-07,3.460971e-07,2.2631385e-08,1.4964596e-06,1.5275815e-05,6.899553e-08,1.537388e-05,1.6277706e-06,3.4961702e-06
../Image/Train_Image\test\FMP-SD\IMG_20230523_172746_2.jpg,4,FMP-SD,4.0,FMP-SD,2.0,FMP-MD,0.0,FMP-ED,12.0,SJP-MD,1.0,0.120976746,0.0010142388,0.42221284,0.000847889,0.4504967,7.891558e-06,4.4823755e-06,0.0017694122,3.6583538e-07,8.043756e-05,0.00013542155,4.7244544e-06,0.0024011508,8.185123e-06,3.9538103e-05
../Image/Train_Image\test\FMP-SD\IMG_20230523_172813_2.jpg,4,FMP-SD,4.0,FMP-SD,2.0,FMP-MD,1.0,FMP-LD,0.0,FMP-ED,1.0,0.00060488994,0.0022908805,0.014378343,6.3967695e-07,0.9827009,2.1080803e-06,6.340304e-07,1.44923265e-08,2.5778897e-07,1.7331404e-06,1.1321386e-05,4.2960853e-08,4.2938364e-06,9.984645e-07,2.9106188e-06
