图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-4-预测ID,top-4-预测名称,top-n预测正确,开花成熟-中旱-预测置信度,开花成熟-轻旱-预测置信度,开花成熟-适宜-预测置信度,开花成熟-重旱-预测置信度,抽穗开花-中旱-预测置信度,抽穗开花-轻旱-预测置信度,抽穗开花-适宜-预测置信度,抽穗开花-重旱-预测置信度,起身拔节-中旱-预测置信度,起身拔节-轻旱-预测置信度,起身拔节-适宜-预测置信度,起身拔节-重旱-预测置信度
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122459_1.jpg,2,开花成熟-适宜,2.0,开花成熟-适宜,0.0,开花成熟-中旱,10.0,起身拔节-适宜,4.0,抽穗开花-中旱,1.0,8.550737e-06,4.1548222e-07,0.99998724,1.1073329e-07,8.652838e-07,2.1850974e-08,1.2893876e-09,1.2454544e-07,2.5908468e-08,3.0041696e-07,1.7277996e-06,3.5031283e-07
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122500_horizontal.jpg,2,开花成熟-适宜,2.0,开花成熟-适宜,0.0,开花成熟-中旱,10.0,起身拔节-适宜,1.0,开花成熟-轻旱,1.0,0.00017598776,1.7132212e-06,0.99981374,4.1248566e-07,1.627653e-06,3.138221e-08,4.38745e-09,1.9975914e-07,6.476546e-08,6.397946e-07,3.8520616e-06,1.1574306e-06
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122501_horizontal.jpg,2,开花成熟-适宜,2.0,开花成熟-适宜,0.0,开花成熟-中旱,10.0,起身拔节-适宜,4.0,抽穗开花-中旱,1.0,2.734996e-05,4.4427625e-07,0.99996793,2.3806467e-07,9.404718e-07,2.4636167e-08,1.4501811e-09,1.0356993e-07,2.1776867e-08,2.9983275e-07,1.7398482e-06,6.2900494e-07
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122502_2_horizontal.jpg,2,开花成熟-适宜,2.0,开花成熟-适宜,0.0,开花成熟-中旱,4.0,抽穗开花-中旱,10.0,起身拔节-适宜,1.0,0.00012806637,3.6866743e-06,0.9998419,1.1734704e-06,9.073227e-06,1.9360425e-07,1.792868e-08,1.3494589e-06,4.3887331e-07,1.7260269e-06,5.737046e-06,4.1998674e-06
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122503_2_horizontal.jpg,2,开花成熟-适宜,2.0,开花成熟-适宜,0.0,开花成熟-中旱,10.0,起身拔节-适宜,11.0,起身拔节-重旱,1.0,0.00045756658,6.572581e-06,0.999485,1.8898494e-06,6.9712273e-06,3.8575783e-07,4.190648e-08,5.080486e-06,9.774143e-07,2.8798136e-06,1.8703695e-05,8.045602e-06
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122504_horizontal.jpg,2,开花成熟-适宜,2.0,开花成熟-适宜,0.0,开花成熟-中旱,10.0,起身拔节-适宜,4.0,抽穗开花-中旱,1.0,1.6419513e-05,4.4595376e-07,0.99997914,1.0097253e-07,4.9472106e-07,3.7405933e-08,2.3682414e-09,2.0086912e-07,3.5140697e-08,3.409627e-07,2.1353196e-06,3.9146485e-07
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122506.jpg,2,开花成熟-适宜,2.0,开花成熟-适宜,0.0,开花成熟-中旱,10.0,起身拔节-适宜,4.0,抽穗开花-中旱,1.0,2.7720302e-05,2.7197885e-07,0.99996924,6.1294685e-08,4.9801514e-07,1.9723005e-08,2.398484e-09,3.6682232e-07,2.4381384e-08,2.5060598e-07,1.1628176e-06,1.9390313e-07
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122543_1.jpg,2,开花成熟-适宜,2.0,开花成熟-适宜,0.0,开花成熟-中旱,10.0,起身拔节-适宜,4.0,抽穗开花-中旱,1.0,0.0002398976,5.6153476e-05,0.9994473,4.283832e-05,6.328099e-05,2.6112161e-06,1.466636e-07,7.3070746e-06,7.1095343e-07,1.1667989e-05,9.016285e-05,2.459294e-05
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122543_3.jpg,2,开花成熟-适宜,2.0,开花成熟-适宜,0.0,开花成熟-中旱,4.0,抽穗开花-中旱,3.0,开花成熟-重旱,1.0,0.00051991,1.7873312e-05,0.99917966,7.0425805e-05,7.854551e-05,2.4990416e-06,2.881539e-07,1.1637842e-05,6.2269567e-07,1.0256636e-05,6.7306406e-05,2.4165485e-05
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122544_1_horizontal.jpg,2,开花成熟-适宜,2.0,开花成熟-适宜,0.0,开花成熟-中旱,10.0,起身拔节-适宜,4.0,抽穗开花-中旱,1.0,0.00045032336,1.6848559e-05,0.9991953,1.73456e-05,5.9781883e-05,2.898409e-06,3.4751844e-07,1.2641066e-05,1.2364303e-06,3.0803352e-05,0.00014879632,3.809365e-05
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122544_horizontal.jpg,2,开花成熟-适宜,2.0,开花成熟-适宜,0.0,开花成熟-中旱,10.0,起身拔节-适宜,4.0,抽穗开花-中旱,1.0,0.00010667753,7.972465e-06,0.9997305,8.037922e-06,1.9383488e-05,1.8072298e-06,1.7112947e-07,6.662788e-06,4.5899986e-07,1.4734202e-05,8.081676e-05,1.0811926e-05
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122545_2_horizontal.jpg,2,开花成熟-适宜,2.0,开花成熟-适宜,10.0,起身拔节-适宜,0.0,开花成熟-中旱,4.0,抽穗开花-中旱,1.0,0.000558784,0.00015277746,0.9975858,0.00022706274,0.00035061574,1.3292746e-05,7.746262e-07,4.4329277e-05,3.887393e-06,6.524239e-05,0.00071454776,0.0001746155
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122546_1.jpg,2,开花成熟-适宜,2.0,开花成熟-适宜,0.0,开花成熟-中旱,1.0,开花成熟-轻旱,11.0,起身拔节-重旱,1.0,0.0666262,0.00046279727,0.93160856,0.00010620619,0.00034939434,2.9846601e-06,4.9550493e-07,3.0938787e-05,1.3051798e-05,5.3069507e-05,0.00027608834,0.00035700251
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122547_1.jpg,2,开花成熟-适宜,2.0,开花成熟-适宜,0.0,开花成熟-中旱,4.0,抽穗开花-中旱,1.0,开花成熟-轻旱,1.0,0.00011159406,1.5654066e-05,0.9998078,9.262149e-06,3.6057492e-05,1.885164e-07,5.919586e-09,4.2113967e-07,7.044585e-08,1.0209787e-06,8.768691e-06,7.002594e-06
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122548.jpg,2,开花成熟-适宜,2.0,开花成熟-适宜,0.0,开花成熟-中旱,4.0,抽穗开花-中旱,11.0,起身拔节-重旱,1.0,0.0008245934,0.00019632364,0.99783236,8.2379396e-05,0.00056141504,3.185529e-06,7.234099e-08,7.077947e-06,1.1893148e-06,3.9646307e-05,0.00017854618,0.00024171469
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172655.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,4.0,抽穗开花-中旱,0.0,开花成熟-中旱,6.0,抽穗开花-适宜,1.0,1.535764e-07,3.0454025e-08,9.9396145e-09,0.99999917,3.8557553e-07,5.039758e-08,1.0625911e-07,1.5011096e-09,3.0436663e-08,5.9246813e-10,8.1004e-09,1.31060345e-08
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172657_2.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,4.0,抽穗开花-中旱,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,1.0,2.5229616e-08,1.0850089e-08,3.616539e-09,0.99999964,1.6182327e-07,1.7110104e-08,6.2362254e-08,1.1737556e-09,3.9847336e-08,3.59057e-10,5.6122595e-09,1.4999863e-08
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172659_2.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,4.0,抽穗开花-中旱,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,1.0,1.0412596e-09,5.882865e-10,1.6881933e-11,1.0,3.4457987e-08,1.1677849e-09,9.066664e-09,1.5588834e-11,2.6736675e-09,3.4188587e-12,6.5202725e-11,5.800714e-10
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172701_2.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,4.0,抽穗开花-中旱,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,1.0,1.1555985e-08,4.609489e-09,5.280913e-10,0.99999964,2.6163008e-07,1.2563321e-08,9.430214e-08,2.8760772e-10,1.8716866e-08,8.466376e-11,1.9578543e-09,1.4425529e-08
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172707.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,6.0,抽穗开花-适宜,4.0,抽穗开花-中旱,5.0,抽穗开花-轻旱,1.0,6.7527674e-07,1.4298028e-07,3.388658e-08,0.9999943,1.4185388e-06,1.0734603e-06,1.8920192e-06,5.7075074e-09,5.074146e-07,1.4010693e-09,9.94404e-09,3.9843247e-08
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172710.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,4.0,抽穗开花-中旱,6.0,抽穗开花-适宜,5.0,抽穗开花-轻旱,1.0,1.3381012e-08,5.8002176e-09,5.5891225e-09,0.99999976,2.0903616e-07,2.411568e-08,5.2714693e-08,4.2242512e-10,5.135367e-09,2.796018e-11,6.53357e-10,2.0203388e-09
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172713_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,4.0,抽穗开花-中旱,6.0,抽穗开花-适宜,5.0,抽穗开花-轻旱,1.0,9.847943e-08,4.977595e-08,1.3680151e-08,0.9999933,3.037591e-06,6.9272187e-07,2.1922642e-06,9.57279e-09,5.0491127e-07,7.828369e-10,2.9252229e-08,1.088215e-07
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172718.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,6.0,抽穗开花-适宜,4.0,抽穗开花-中旱,5.0,抽穗开花-轻旱,1.0,1.7356594e-07,5.6982504e-08,4.1666073e-08,0.99998224,2.0730488e-06,1.486116e-06,1.259842e-05,1.2285452e-08,1.028789e-06,9.137764e-10,5.31848e-08,1.8841843e-07
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172720_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,6.0,抽穗开花-适宜,4.0,抽穗开花-中旱,5.0,抽穗开花-轻旱,1.0,1.0668911e-07,9.9122126e-08,1.1971374e-08,0.99998844,2.1394897e-06,1.073102e-06,7.360766e-06,4.6871276e-09,6.2329593e-07,1.1904039e-09,2.688693e-08,9.6623396e-08
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172722_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,4.0,抽穗开花-中旱,6.0,抽穗开花-适宜,5.0,抽穗开花-轻旱,1.0,4.170295e-09,4.448164e-09,7.1268763e-10,0.9999995,3.5624328e-07,3.7883098e-08,9.53166e-08,4.512982e-10,1.0288951e-08,2.1863508e-11,2.0125375e-10,1.8859876e-09
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172724_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,4.0,抽穗开花-中旱,0.0,开花成熟-中旱,6.0,抽穗开花-适宜,1.0,4.53685e-09,2.0876665e-09,9.0956537e-10,1.0,4.5384105e-08,3.1722498e-09,4.084943e-09,3.0487318e-10,9.005561e-10,1.377427e-11,1.0267504e-09,1.6109329e-09
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172726_2.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,4.0,抽穗开花-中旱,6.0,抽穗开花-适宜,0.0,开花成熟-中旱,1.0,4.8538038e-08,2.116086e-08,1.1034854e-08,0.9999995,3.1123162e-07,2.9092327e-08,8.3045165e-08,2.4220532e-09,1.4494588e-08,1.3327556e-10,2.217786e-09,1.3606022e-08
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172728_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,4.0,抽穗开花-中旱,6.0,抽穗开花-适宜,8.0,起身拔节-中旱,1.0,6.9500303e-09,4.7866044e-09,1.3207437e-09,0.9999994,4.917451e-07,2.6545308e-08,9.467337e-08,1.7196101e-09,2.782763e-08,5.5092368e-11,9.29401e-10,5.984734e-09
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172730_2.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,4.0,抽穗开花-中旱,0.0,开花成熟-中旱,8.0,起身拔节-中旱,1.0,3.3878354e-08,2.1161345e-08,2.0366422e-09,0.9999995,3.6222482e-07,1.6864377e-08,1.3395948e-08,3.3145537e-09,2.847266e-08,1.6892981e-10,1.0910117e-09,9.2978105e-09
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172735_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,6.0,抽穗开花-适宜,4.0,抽穗开花-中旱,5.0,抽穗开花-轻旱,1.0,1.3741275e-07,5.070777e-08,1.4917001e-08,0.999961,4.703879e-06,4.596579e-06,2.6874777e-05,2.542661e-08,2.4290212e-06,1.7763733e-09,2.8329316e-08,1.4921434e-07
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172745.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,0.0,开花成熟-中旱,1.0,开花成熟-轻旱,4.0,抽穗开花-中旱,1.0,1.404836e-06,2.982853e-07,5.969849e-08,0.99999785,2.225586e-07,1.5307647e-08,1.2139455e-08,4.285198e-09,5.9983236e-09,9.956084e-10,1.6177104e-08,2.41e-08
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172746_2.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,0.0,开花成熟-中旱,4.0,抽穗开花-中旱,1.0,开花成熟-轻旱,1.0,7.6559825e-09,1.4098243e-09,1.89433e-10,1.0,6.1181016e-09,7.1338394e-11,1.8965161e-11,1.4400276e-11,4.866675e-11,3.931376e-12,2.226516e-11,1.2570288e-10
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172813_2.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,0.0,开花成熟-中旱,1.0,开花成熟-轻旱,10.0,起身拔节-适宜,1.0,1.3134753e-06,6.3077397e-07,3.1888574e-09,0.9999974,6.8914254e-08,4.3524038e-09,3.301177e-09,6.793614e-10,1.40379735e-08,3.5276164e-09,3.5369916e-07,2.3185652e-07
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172816.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,0.0,开花成熟-中旱,1.0,开花成熟-轻旱,4.0,抽穗开花-中旱,1.0,1.5005807e-07,8.6061796e-08,2.6279912e-09,0.99999964,6.135608e-08,5.5711773e-09,4.686679e-09,9.490996e-10,3.4151217e-09,4.3819823e-10,2.331912e-08,1.3712841e-08
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172817_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,4.0,抽穗开花-中旱,5.0,抽穗开花-轻旱,1.0,3.293764e-09,1.5923517e-07,3.6485566e-09,0.9999999,3.2140797e-08,1.4292785e-08,9.698728e-09,1.4516381e-10,5.3434807e-10,1.0126101e-11,4.0805176e-10,8.285573e-10
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172820.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,0.0,开花成熟-中旱,4.0,抽穗开花-中旱,1.0,5.833593e-08,2.1282143e-07,3.9485903e-09,0.99999964,5.0517233e-08,8.691029e-09,4.3658246e-09,3.1600783e-10,1.0185208e-09,8.9110996e-11,4.899771e-09,5.1300306e-09
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172821_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,0.0,开花成熟-中旱,4.0,抽穗开花-中旱,1.0,2.3319743e-07,6.060506e-07,3.7798396e-09,0.99999905,9.551693e-08,7.3260757e-09,5.666965e-09,7.6736023e-10,5.9568186e-09,6.99212e-10,6.553954e-08,5.0833552e-08
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172823_2.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,4.0,抽穗开花-中旱,0.0,开花成熟-中旱,1.0,1.3523125e-07,6.5571453e-07,2.210033e-08,0.9999989,1.5851411e-07,8.6816996e-08,2.800407e-08,2.779917e-09,7.188159e-09,2.4262167e-10,2.031761e-08,1.1762004e-08
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172825_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,0.0,开花成熟-中旱,4.0,抽穗开花-中旱,1.0,2.1011124e-07,1.573942e-06,3.2332448e-08,0.99999785,1.6821521e-07,3.955203e-08,3.2972725e-08,1.6621008e-09,4.4273514e-09,2.9111788e-10,1.7528592e-08,2.024471e-08
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172828.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,4.0,抽穗开花-中旱,5.0,抽穗开花-轻旱,1.0,3.792133e-08,3.8453484e-07,2.0437094e-08,0.9999993,1.8254966e-07,4.2943704e-08,2.435804e-08,9.981083e-10,1.5963816e-09,7.517533e-11,1.2266665e-09,2.9191916e-09
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172830_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,0.0,开花成熟-中旱,4.0,抽穗开花-中旱,1.0,3.9501668e-08,8.355743e-08,3.9875128e-10,0.99999976,1.3571579e-08,1.6136449e-09,1.2868486e-09,7.62758e-11,7.532554e-10,7.4801346e-11,4.0362504e-09,3.942555e-09
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172831_3.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,0.0,开花成熟-中旱,4.0,抽穗开花-中旱,1.0,开花成熟-轻旱,1.0,5.1762618e-06,1.878734e-06,2.5779744e-07,0.99998784,2.3098685e-06,3.2529587e-07,2.1480987e-07,4.9296744e-08,1.9081858e-07,2.0477753e-08,7.327846e-07,5.239633e-07
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172834.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,4.0,抽穗开花-中旱,0.0,开花成熟-中旱,1.0,4.00612e-09,1.0381833e-06,1.2774154e-09,0.9999989,1.1278985e-08,3.783633e-09,2.4820774e-09,2.2928265e-11,1.7560149e-10,3.5758085e-12,1.2480923e-10,3.553952e-10
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172835_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,0.0,开花成熟-中旱,4.0,抽穗开花-中旱,1.0,5.1648444e-06,1.715919e-05,5.295896e-07,0.9999713,3.5515402e-06,7.6864086e-07,2.8763236e-07,5.1772666e-08,9.6285994e-08,1.1231424e-08,2.631453e-07,3.434278e-07
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172842.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,4.0,抽穗开花-中旱,0.0,开花成熟-中旱,1.0,7.60036e-08,2.4330848e-07,7.3060686e-09,0.9999995,1.4508397e-07,1.9723188e-08,1.3880808e-08,6.435932e-10,2.7113813e-09,9.789989e-11,5.8112457e-09,8.6066665e-09
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172843_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,4.0,抽穗开花-中旱,0.0,开花成熟-中旱,1.0,5.973038e-08,1.4169343e-07,4.1884394e-09,0.99999976,6.104139e-08,1.1980327e-08,7.521331e-09,1.7780345e-10,1.008694e-09,4.1165682e-11,1.7045274e-09,2.8922136e-09
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172845_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,0.0,开花成熟-中旱,4.0,抽穗开花-中旱,1.0,9.118607e-08,1.3362718e-07,6.869533e-09,0.99999964,8.9136456e-08,2.0592717e-08,1.2182434e-08,8.5912294e-10,1.1497518e-09,1.5949478e-10,3.90886e-09,4.1311314e-09
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172847_2.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,0.0,开花成熟-中旱,4.0,抽穗开花-中旱,1.0,2.8804667e-08,1.0946964e-07,1.0053366e-09,0.99999976,2.4173938e-08,3.018437e-09,2.0901723e-09,1.3770492e-10,6.431798e-10,3.78338e-11,3.567962e-09,3.1886278e-09
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172849_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,4.0,抽穗开花-中旱,0.0,开花成熟-中旱,1.0,3.659094e-09,8.405392e-08,4.779953e-10,0.9999999,6.858158e-09,1.6698288e-09,1.1974793e-09,2.1676622e-11,1.0759403e-10,4.1863414e-12,1.6535437e-10,3.6857442e-10
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172852.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,4.0,抽穗开花-中旱,1.0,开花成熟-轻旱,0.0,开花成熟-中旱,1.0,8.4367696e-10,4.092391e-09,1.5561928e-10,1.0,6.0137673e-09,2.4521887e-10,5.356583e-10,8.223329e-12,2.5250626e-11,1.0145643e-12,1.8466178e-11,5.777446e-11
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172853.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,4.0,抽穗开花-中旱,0.0,开花成熟-中旱,1.0,5.504561e-08,4.363485e-07,1.07761275e-08,0.9999994,6.0106586e-08,1.006365e-08,6.9128143e-09,3.650349e-10,6.218958e-10,3.944836e-11,2.2591953e-09,3.817779e-09
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172856.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,4.0,抽穗开花-中旱,0.0,开花成熟-中旱,1.0,2.364405e-08,9.789753e-06,8.9386685e-09,0.9999901,4.3472557e-08,1.16506405e-08,2.8972653e-09,6.7769575e-11,3.704427e-10,1.8077255e-11,2.7736413e-10,7.4850043e-10
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172858.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,4.0,抽穗开花-中旱,5.0,抽穗开花-轻旱,1.0,3.0368181e-09,2.8920456e-07,1.9868511e-09,0.99999976,1.6098923e-08,3.3515086e-09,2.5799305e-09,3.5262827e-11,1.8634282e-10,5.967583e-12,1.5965611e-10,3.800842e-10
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172900.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,0.0,开花成熟-中旱,4.0,抽穗开花-中旱,1.0,1.4786748e-07,1.3464406e-06,9.267896e-09,0.99999845,7.27765e-08,1.5783364e-08,1.0471918e-08,4.5628404e-10,2.1320368e-09,2.1962258e-10,1.15097105e-08,9.322324e-09
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172902_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,4.0,抽穗开花-中旱,0.0,开花成熟-中旱,1.0,5.747697e-08,4.9934505e-07,1.42125005e-08,0.9999993,1.0871096e-07,3.0138807e-08,1.0953323e-08,1.2956057e-09,1.6733158e-09,1.4528227e-10,3.9161048e-09,5.8170997e-09
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172906_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,4.0,抽穗开花-中旱,0.0,开花成熟-中旱,1.0,3.276414e-09,7.614045e-08,8.850039e-11,0.9999999,3.919455e-09,7.074965e-10,3.3089378e-10,2.0593948e-11,1.7936623e-10,1.9298717e-11,9.0072777e-10,9.844637e-10
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172908_2.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,0.0,开花成熟-中旱,4.0,抽穗开花-中旱,1.0,1.0557303e-09,2.3296058e-08,3.1489412e-11,1.0,9.688019e-10,1.6260336e-10,5.7253608e-11,7.75204e-12,6.24193e-11,3.9517725e-12,4.2711945e-10,3.9329853e-10
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172910_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,4.0,抽穗开花-中旱,0.0,开花成熟-中旱,1.0,4.312256e-09,1.1851265e-07,2.1181078e-10,0.9999999,8.37698e-09,1.946747e-09,1.0178743e-09,1.9894964e-11,2.2684961e-10,6.6219504e-12,3.975446e-10,6.507913e-10
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172912.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,4.0,抽穗开花-中旱,5.0,抽穗开花-轻旱,1.0,4.5536077e-09,1.0401173e-07,1.1344256e-09,0.9999999,2.7845163e-08,1.6528515e-08,4.7693915e-09,1.714462e-10,1.1297852e-09,1.991995e-11,9.716498e-10,1.1481831e-09
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172914.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,4.0,抽穗开花-中旱,6.0,抽穗开花-适宜,1.0,3.3333019e-09,1.5394677e-07,7.660725e-10,0.9999999,2.0203014e-08,9.754346e-09,1.2658213e-08,9.5040545e-11,1.3450557e-09,1.8702533e-11,1.2101098e-09,1.7469275e-09
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172916_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,5.0,抽穗开花-轻旱,4.0,抽穗开花-中旱,1.0,1.5495581e-09,4.347075e-07,5.369438e-10,0.9999995,4.402727e-09,5.868789e-09,1.8732749e-09,2.6520576e-11,1.3715415e-10,9.054013e-12,4.2072923e-10,4.6564438e-10
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172918_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,0.0,开花成熟-中旱,4.0,抽穗开花-中旱,1.0,开花成熟-轻旱,1.0,1.804236e-07,6.100158e-08,4.2092445e-09,0.9999995,1.0097728e-07,1.3970398e-08,1.0001233e-08,1.0756039e-09,1.09562714e-08,6.639445e-10,1.2835886e-08,1.6557037e-08
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172920.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,4.0,抽穗开花-中旱,1.0,开花成熟-轻旱,0.0,开花成熟-中旱,1.0,1.3829704e-08,3.7536e-08,7.8372053e-10,0.9999999,3.922441e-08,7.861493e-09,5.8993392e-09,2.4395877e-10,2.9352727e-09,5.427314e-11,2.2810625e-09,3.3840506e-09
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172922_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,4.0,抽穗开花-中旱,5.0,抽穗开花-轻旱,1.0,2.2865814e-09,2.2505301e-07,8.537516e-11,0.99999976,2.7045897e-09,2.4516702e-09,9.484302e-10,1.7039765e-11,1.7353893e-10,8.046037e-12,7.1012873e-10,6.8446815e-10
