图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-4-预测ID,top-4-预测名称,top-n预测正确,开花成熟-中旱-预测置信度,开花成熟-轻旱-预测置信度,开花成熟-适宜-预测置信度,开花成熟-重旱-预测置信度,抽穗开花-中旱-预测置信度,抽穗开花-轻旱-预测置信度,抽穗开花-适宜-预测置信度,抽穗开花-重旱-预测置信度,起身拔节-中旱-预测置信度,起身拔节-轻旱-预测置信度,起身拔节-适宜-预测置信度,起身拔节-重旱-预测置信度
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122430_1.jpg,2,开花成熟-适宜,2.0,开花成熟-适宜,1.0,开花成熟-轻旱,3.0,开花成熟-重旱,0.0,开花成熟-中旱,1.0,0.0031553383,0.005958586,0.9831865,0.0055752615,0.0017948699,6.636597e-05,1.3558606e-06,1.956302e-05,0.00018485077,4.961405e-06,8.8542447e-07,3.1860967e-05
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122431_horizontal.jpg,2,开花成熟-适宜,2.0,开花成熟-适宜,1.0,开花成熟-轻旱,4.0,抽穗开花-中旱,3.0,开花成熟-重旱,1.0,0.001402739,0.007999638,0.98404086,0.0018434188,0.0041439408,0.00014558471,1.4834869e-06,2.1720307e-05,0.0003045712,1.0011775e-05,1.5207538e-06,5.9447353e-05
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122432_horizontal.jpg,2,开花成熟-适宜,2.0,开花成熟-适宜,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,0.0,开花成熟-中旱,1.0,0.0030728173,0.013232891,0.9624619,0.01921198,0.0016256731,0.00010065161,2.3351704e-06,3.890908e-05,0.00019006107,4.7418007e-06,1.013395e-06,3.4429544e-05
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122454_1.jpg,2,开花成熟-适宜,2.0,开花成熟-适宜,0.0,开花成熟-中旱,1.0,开花成熟-轻旱,3.0,开花成熟-重旱,1.0,0.47042772,0.037726693,0.47971338,0.003952161,0.0020831758,0.00018318507,6.758046e-05,7.415532e-05,0.00094847195,0.00031210898,7.982655e-05,0.0007644619
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122455_1.jpg,2,开花成熟-适宜,2.0,开花成熟-适宜,0.0,开花成熟-中旱,1.0,开花成熟-轻旱,3.0,开花成熟-重旱,1.0,0.11927468,0.07435139,0.78797007,0.007513454,0.0043838965,0.00050629483,8.597913e-05,0.00012096069,0.0016273408,0.00025044213,5.9157774e-05,0.0009202507
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122456_1_horizontal.jpg,2,开花成熟-适宜,0.0,开花成熟-中旱,2.0,开花成熟-适宜,1.0,开花成熟-轻旱,3.0,开花成熟-重旱,1.0,0.5807661,0.039712805,0.36924717,0.0034652709,0.0014868843,0.00015072849,7.824957e-05,6.3454674e-05,0.0007848885,0.0002942674,7.745227e-05,0.0005777578
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122457_2_horizontal.jpg,2,开花成熟-适宜,0.0,开花成熟-中旱,2.0,开花成熟-适宜,1.0,开花成熟-轻旱,3.0,开花成熟-重旱,1.0,0.6931736,0.073381804,0.2251951,0.0024720863,0.0013430909,0.000107425025,6.136382e-05,7.066719e-05,0.0005480574,0.00046749294,0.00010891254,0.0007453021
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122459_1.jpg,2,开花成熟-适宜,0.0,开花成熟-中旱,2.0,开花成熟-适宜,1.0,开花成熟-轻旱,3.0,开花成熟-重旱,1.0,0.66331357,0.044999927,0.284728,0.0027625812,0.0010876531,8.3819905e-05,4.1585845e-05,4.7314414e-05,0.0004570909,0.00024002591,6.043341e-05,0.000472855
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122500_horizontal.jpg,2,开花成熟-适宜,0.0,开花成熟-中旱,2.0,开花成熟-适宜,1.0,开花成熟-轻旱,3.0,开花成熟-重旱,1.0,0.6715301,0.024690023,0.29809174,0.0025568919,0.0008767003,5.760204e-05,2.4999183e-05,3.750067e-05,0.00031385574,0.00016309507,3.9786537e-05,0.0003305278
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122501_horizontal.jpg,2,开花成熟-适宜,0.0,开花成熟-中旱,2.0,开花成熟-适宜,1.0,开花成熟-轻旱,3.0,开花成熟-重旱,1.0,0.6879652,0.014988928,0.29174513,0.0022876973,0.00075637165,5.280559e-05,2.402502e-05,3.506541e-05,0.0003079759,0.00014373993,3.5654895e-05,0.0002711244
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122502_2_horizontal.jpg,2,开花成熟-适宜,2.0,开花成熟-适宜,0.0,开花成熟-中旱,1.0,开花成熟-轻旱,3.0,开花成熟-重旱,1.0,0.33611703,0.052137647,0.59795696,0.0057380903,0.0026227122,0.00023387083,8.646176e-05,7.429596e-05,0.00095756486,0.00029168438,6.780057e-05,0.000583144
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122503_2_horizontal.jpg,2,开花成熟-适宜,2.0,开花成熟-适宜,0.0,开花成熟-中旱,1.0,开花成熟-轻旱,3.0,开花成熟-重旱,1.0,0.31809032,0.055531647,0.61177367,0.0070090983,0.002491622,0.0002455795,9.104462e-05,7.929671e-05,0.0009863822,0.00024585388,6.0420814e-05,0.0005368834
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122504_horizontal.jpg,2,开花成熟-适宜,2.0,开花成熟-适宜,0.0,开花成熟-中旱,1.0,开花成熟-轻旱,3.0,开花成熟-重旱,1.0,0.2450906,0.061833892,0.67890364,0.0067406143,0.0030287066,0.00026075292,7.694643e-05,7.4632044e-05,0.00097147084,0.00022088464,5.3257012e-05,0.0005049751
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122506.jpg,2,开花成熟-适宜,2.0,开花成熟-适宜,0.0,开花成熟-中旱,1.0,开花成熟-轻旱,3.0,开花成熟-重旱,1.0,0.23575236,0.06810946,0.6801525,0.007816592,0.0027726514,0.00031467297,8.298901e-05,9.813024e-05,0.0011956854,0.0002294652,5.854474e-05,0.00073743745
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122543_1.jpg,2,开花成熟-适宜,3.0,开花成熟-重旱,2.0,开花成熟-适宜,1.0,开花成熟-轻旱,0.0,开花成熟-中旱,1.0,0.010547019,0.01112572,0.45922053,0.518279,0.00058765925,2.4050432e-05,7.48944e-07,0.00014750769,4.702644e-05,2.225342e-06,4.2578867e-07,1.1709737e-05
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122543_3.jpg,2,开花成熟-适宜,2.0,开花成熟-适宜,3.0,开花成熟-重旱,0.0,开花成熟-中旱,1.0,开花成熟-轻旱,1.0,0.026142105,0.013289149,0.5070233,0.45272693,0.0005922281,2.2806473e-05,1.0446739e-06,0.0001130783,5.604656e-05,3.160354e-06,6.259618e-07,1.6192846e-05
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122544_1_horizontal.jpg,2,开花成熟-适宜,2.0,开花成熟-适宜,3.0,开花成熟-重旱,0.0,开花成熟-中旱,1.0,开花成熟-轻旱,1.0,0.042070024,0.009840261,0.562924,0.38447362,0.0004734663,2.0969575e-05,1.0388502e-06,0.000103004546,5.886113e-05,3.3682118e-06,6.746357e-07,1.5972404e-05
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122544_horizontal.jpg,2,开花成熟-适宜,2.0,开花成熟-适宜,3.0,开花成熟-重旱,0.0,开花成熟-中旱,1.0,开花成熟-轻旱,1.0,0.03178467,0.014790028,0.57657856,0.37595046,0.00061248144,3.2171218e-05,1.5045532e-06,0.000120392615,7.829989e-05,4.909061e-06,9.579935e-07,2.4858331e-05
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122545_2_horizontal.jpg,2,开花成熟-适宜,2.0,开花成熟-适宜,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,0.0,开花成熟-中旱,1.0,0.012254289,0.012309691,0.5426799,0.43185908,0.000644064,2.9399773e-05,1.1331871e-06,0.00012794769,6.845157e-05,2.4483681e-06,4.7146992e-07,1.4454186e-05
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122546_1.jpg,2,开花成熟-适宜,2.0,开花成熟-适宜,0.0,开花成熟-中旱,1.0,开花成熟-轻旱,3.0,开花成熟-重旱,1.0,0.35409337,0.2612161,0.359484,0.019546138,0.002376751,0.00017448467,5.0627674e-05,0.00015244709,0.00060269533,0.00028363973,6.3473606e-05,0.00058640173
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122547_1.jpg,2,开花成熟-适宜,2.0,开花成熟-适宜,1.0,开花成熟-轻旱,0.0,开花成熟-中旱,3.0,开花成熟-重旱,1.0,0.2315569,0.28634015,0.45488703,0.021107087,0.002647458,0.00021307288,5.443287e-05,0.00014754073,0.00070494035,0.00027036655,5.9660648e-05,0.00061038166
../Image/Train_Image\test\开花成熟-适宜\IMG_20230522_122548.jpg,2,开花成熟-适宜,2.0,开花成熟-适宜,1.0,开花成熟-轻旱,0.0,开花成熟-中旱,3.0,开花成熟-重旱,1.0,0.0146714505,0.093962274,0.86726743,0.010160688,0.009817677,0.0007987421,4.8458238e-05,0.00011026452,0.0015953474,0.00011562059,2.3925646e-05,0.0005175313
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172655.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,7.0,抽穗开花-重旱,1.0,开花成熟-轻旱,2.0,开花成熟-适宜,1.0,3.477929e-05,0.003745309,0.0004991565,0.9720942,0.00022312165,5.2246658e-05,4.0644397e-07,0.0233246,1.4317086e-05,1.9039521e-06,4.762364e-07,9.1177635e-06
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172657_2.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,7.0,抽穗开花-重旱,2.0,开花成熟-适宜,1.0,0.0008232596,0.027015777,0.0034953428,0.96275747,0.00043606016,0.00010290887,5.889386e-06,0.0051538884,7.772163e-05,1.3935092e-05,5.6791446e-06,7.2271185e-05
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172659_2.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,2.0,开花成熟-适宜,7.0,抽穗开花-重旱,1.0,0.0010434492,0.0106517095,0.010605934,0.9709617,0.0011245573,0.00021701278,7.2562493e-06,0.0050494703,0.0001605078,1.6417573e-05,5.075713e-06,8.060693e-05
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172701_2.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,2.0,开花成熟-适宜,1.0,开花成熟-轻旱,7.0,抽穗开花-重旱,1.0,0.0031461401,0.016303843,0.020128895,0.9542354,0.0017709077,0.00027952436,1.6105087e-05,0.0033328375,0.00027838332,3.0490757e-05,1.1637932e-05,0.00015533618
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172707.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,7.0,抽穗开花-重旱,2.0,开花成熟-适宜,1.0,0.0014265577,0.02230967,0.0029342053,0.9687834,0.0003780524,5.7414167e-05,4.8102597e-06,0.0039084265,6.3694395e-05,1.52160255e-05,5.200888e-06,6.5816756e-05
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172710.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,7.0,抽穗开花-重旱,2.0,开花成熟-适宜,1.0,0.001471727,0.029502185,0.0044530383,0.95673954,0.00085623085,0.00013883859,9.652493e-06,0.00645902,0.00012961829,2.5882306e-05,8.659026e-06,0.00011128439
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172713_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,2.0,开花成熟-适宜,7.0,抽穗开花-重旱,1.0,0.0010597978,0.009022381,0.007068503,0.97764766,0.00067633536,0.00010979791,4.590537e-06,0.0041980986,9.68143e-05,1.1339801e-05,3.939322e-06,5.2163035e-05
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172718.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,7.0,抽穗开花-重旱,1.0,开花成熟-轻旱,2.0,开花成熟-适宜,1.0,2.9433624e-05,0.0026231366,0.00074146345,0.9672587,0.0002778325,6.0267987e-05,2.9720172e-07,0.02898392,1.4116954e-05,1.7144388e-06,4.0622504e-07,8.379019e-06
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172720_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,2.0,开花成熟-适宜,0.0,开花成熟-中旱,1.0,0.013337082,0.04713207,0.030321222,0.90004796,0.0027627696,0.00036397853,4.7510588e-05,0.0034102446,0.00051808456,9.426054e-05,3.806164e-05,0.00043530422
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172722_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,7.0,抽穗开花-重旱,2.0,开花成熟-适宜,1.0,0.0039335946,0.020732552,0.0068000588,0.9576478,0.001387943,0.00026225374,1.9172563e-05,0.008321314,0.00024891496,5.5195684e-05,1.917578e-05,0.00020794627
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172724_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,2.0,开花成熟-适宜,7.0,抽穗开花-重旱,1.0,0.0028366696,0.019596536,0.008390567,0.96205944,0.0011237401,0.00015323662,1.070486e-05,0.005316565,0.00018112116,3.1655352e-05,1.1164889e-05,0.00013048391
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172726_2.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,7.0,抽穗开花-重旱,2.0,开花成熟-适宜,1.0,0.0018189473,0.018173564,0.0037401437,0.96954614,0.0004963656,8.257122e-05,6.1848973e-06,0.0058512636,8.828145e-05,2.2755625e-05,7.3713704e-06,9.018015e-05
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172728_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,0.0,开花成熟-中旱,2.0,开花成熟-适宜,1.0,0.0056613353,0.015554537,0.005576781,0.96723384,0.00042616506,6.797769e-05,7.860154e-06,0.0050988356,9.87523e-05,3.0468058e-05,1.0236138e-05,9.13461e-05
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172730_2.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,0.0,开花成熟-中旱,7.0,抽穗开花-重旱,1.0,0.008210068,0.014169973,0.007148366,0.9614437,0.00073769956,0.00010427597,9.626339e-06,0.007583468,0.00014625603,5.2352705e-05,1.676502e-05,0.0001366315
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172735_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,7.0,抽穗开花-重旱,1.0,开花成熟-轻旱,2.0,开花成熟-适宜,1.0,0.00017959524,0.004503222,0.0023109703,0.9816937,0.00029268436,5.4092747e-05,6.904528e-07,0.010922734,2.3140467e-05,3.4469474e-06,8.484376e-07,1.2544448e-05
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172745.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,7.0,抽穗开花-重旱,2.0,开花成熟-适宜,1.0,0.00086666254,0.040635306,0.0020959806,0.95328385,0.00013111292,2.7320555e-05,2.9074274e-06,0.0028727946,2.7632295e-05,8.054735e-06,2.947647e-06,2.9649875e-05
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172746_2.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,0.0,开花成熟-中旱,2.0,开花成熟-适宜,1.0,0.0280952,0.033418648,0.009167002,0.9240275,0.0007138124,8.702565e-05,1.8448392e-05,0.0035291826,0.00019607307,6.301848e-05,2.5254252e-05,0.00023134051
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172813_2.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,7.0,抽穗开花-重旱,0.0,开花成熟-中旱,1.0,0.0030735082,0.027286742,0.00097054,0.9469908,0.000603243,6.549136e-05,4.013887e-06,0.020600887,8.605312e-05,5.0152375e-05,1.5593972e-05,0.00022565504
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172816.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,7.0,抽穗开花-重旱,0.0,开花成熟-中旱,1.0,0.00096049544,0.01369187,0.00074038375,0.9765869,0.00032676934,4.1081326e-05,2.189019e-06,0.007505624,4.399736e-05,1.3916632e-05,4.5517077e-06,6.6004286e-05
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172817_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,7.0,抽穗开花-重旱,2.0,开花成熟-适宜,1.0,0.00012384585,0.03139173,0.0009338694,0.9535293,0.0009167259,0.00016801209,3.2566545e-06,0.012788112,6.475467e-05,9.9632725e-06,2.576066e-06,5.976738e-05
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172820.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,7.0,抽穗开花-重旱,0.0,开花成熟-中旱,1.0,0.0018494484,0.08421875,0.00083414774,0.878132,0.0013265297,0.00019118347,1.1632043e-05,0.03258275,0.00017830185,0.00010471694,3.5083143e-05,0.00048012845
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172821_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,7.0,抽穗开花-重旱,0.0,开花成熟-中旱,1.0,0.0013943526,0.0494694,0.00063421717,0.93824464,0.0002489841,3.7126392e-05,3.1056777e-06,0.009760853,4.3403747e-05,2.5545769e-05,8.643971e-06,0.00011331829
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172823_2.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,7.0,抽穗开花-重旱,2.0,开花成熟-适宜,1.0,0.00023720325,0.013697985,0.0004515451,0.9802223,0.00013796153,2.4502842e-05,1.0260773e-06,0.0051846406,1.6249816e-05,3.83621e-06,1.3104282e-06,1.7492366e-05
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172825_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,7.0,抽穗开花-重旱,0.0,开花成熟-中旱,1.0,0.0008760232,0.032120656,0.000787039,0.9502684,0.0006176697,9.959239e-05,4.8217335e-06,0.0149844345,7.326232e-05,2.6817763e-05,8.806915e-06,0.00010600533
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172828.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,7.0,抽穗开花-重旱,1.0,开花成熟-轻旱,4.0,抽穗开花-中旱,1.0,0.0009348781,0.037202988,0.0006672154,0.91226023,0.0012369623,0.00017773236,6.5240915e-06,0.046959203,0.00013122261,6.719269e-05,2.1195085e-05,0.00030518373
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172830_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,7.0,抽穗开花-重旱,0.0,开花成熟-中旱,1.0,0.0014754162,0.026422756,0.0007092072,0.95036507,0.0007329323,8.065003e-05,3.9288543e-06,0.019840013,8.602773e-05,3.8114224e-05,1.3888197e-05,0.00021088467
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172831_3.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,7.0,抽穗开花-重旱,1.0,开花成熟-轻旱,0.0,开花成熟-中旱,1.0,0.00076906546,0.009917689,0.00073130574,0.9750437,0.00047841473,5.452422e-05,1.644306e-06,0.01286995,4.4704353e-05,1.3008581e-05,3.5702158e-06,6.3021005e-05
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172834.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,7.0,抽穗开花-重旱,4.0,抽穗开花-中旱,1.0,0.00017639743,0.31566688,0.0010818676,0.67067695,0.0013374605,0.00042888473,1.8436773e-05,0.010129479,0.00015377911,3.246177e-05,1.2551976e-05,0.00025026052
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172835_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,7.0,抽穗开花-重旱,0.0,开花成熟-中旱,1.0,0.0013901389,0.19975153,0.0007252771,0.78095645,0.0005608555,0.00012113396,1.1488476e-05,0.015941221,0.000102745376,6.7660956e-05,2.5213296e-05,0.00029546017
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172842.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,7.0,抽穗开花-重旱,0.0,开花成熟-中旱,1.0,0.0020670074,0.01699798,0.001105807,0.9631312,0.0007714729,8.155051e-05,4.6334812e-06,0.0154646225,0.00010220837,3.8747075e-05,1.2606187e-05,0.00018516302
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172843_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,7.0,抽穗开花-重旱,4.0,抽穗开花-中旱,1.0,0.00095744885,0.040266518,0.0010625914,0.929299,0.0019231598,0.00024197667,9.075895e-06,0.025678596,0.00017124141,5.8230842e-05,1.6856315e-05,0.0002642846
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172845_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,7.0,抽穗开花-重旱,0.0,开花成熟-中旱,1.0,0.001342922,0.062254194,0.00081329147,0.9035073,0.0010568949,0.00013428532,7.340073e-06,0.030211003,0.00012274498,7.624084e-05,2.5032607e-05,0.0004139843
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172847_2.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,7.0,抽穗开花-重旱,1.0,开花成熟-轻旱,0.0,开花成熟-中旱,1.0,0.0008973672,0.012305961,0.0006722432,0.9690365,0.0003779554,4.8962524e-05,2.0958387e-06,0.016496668,4.4956934e-05,1.9317822e-05,6.133822e-06,7.9785146e-05
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172849_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,7.0,抽穗开花-重旱,2.0,开花成熟-适宜,1.0,0.00070243084,0.047146924,0.00084181555,0.9372517,0.0003978431,6.3882224e-05,4.1759176e-06,0.0134121245,5.1172785e-05,2.2742612e-05,7.989029e-06,7.7771394e-05
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172852.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,7.0,抽穗开花-重旱,2.0,开花成熟-适宜,1.0,0.0004028681,0.05171844,0.00065661035,0.9312796,0.00052435684,0.000114189716,6.023453e-06,0.015092218,7.091594e-05,2.1796088e-05,7.163677e-06,8.785608e-05
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172853.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,7.0,抽穗开花-重旱,0.0,开花成熟-中旱,1.0,0.0009752286,0.07343946,0.00088913715,0.9037779,0.0009211749,0.00017249715,9.324628e-06,0.019401629,0.0001248876,4.8264686e-05,1.5486903e-05,0.00018211374
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172856.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,7.0,抽穗开花-重旱,0.0,开花成熟-中旱,1.0,0.0026639483,0.36725205,0.0014735733,0.61625737,0.0018666994,0.00022315956,2.7192036e-05,0.008889954,0.00024554433,0.00014249755,4.7660567e-05,0.0007813261
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172858.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,7.0,抽穗开花-重旱,2.0,开花成熟-适宜,1.0,0.0016132378,0.284969,0.006186921,0.6931383,0.002577423,0.0004500686,2.6956293e-05,0.009952694,0.0003273746,8.814866e-05,3.0092864e-05,0.0004443526
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172900.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,7.0,抽穗开花-重旱,0.0,开花成熟-中旱,1.0,0.0012506733,0.044615444,0.00061478425,0.9229934,0.00046801817,7.0252456e-05,4.0908453e-06,0.029682226,5.9421767e-05,4.53382e-05,1.4663605e-05,0.00016198636
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172902_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,7.0,抽穗开花-重旱,0.0,开花成熟-中旱,1.0,0.00052911876,0.02040355,0.0005251238,0.9631541,0.0002634909,3.577587e-05,1.737537e-06,0.0149744665,2.9590276e-05,1.479712e-05,4.8388756e-06,5.5783174e-05
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172906_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,7.0,抽穗开花-重旱,0.0,开花成熟-中旱,1.0,0.0009708888,0.010844851,0.00082116795,0.9799264,0.00015384461,1.6792148e-05,1.0252696e-06,0.0071882443,1.9873942e-05,9.229268e-06,2.8932259e-06,3.806029e-05
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172908_2.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,7.0,抽穗开花-重旱,0.0,开花成熟-中旱,1.0,0.0024688272,0.022682916,0.00158612,0.964035,0.0003723023,3.81886e-05,2.3235068e-06,0.00862007,4.5404176e-05,2.3815204e-05,7.644897e-06,9.6379765e-05
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172910_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,7.0,抽穗开花-重旱,0.0,开花成熟-中旱,1.0,0.0015096642,0.07398763,0.0012423585,0.91033214,0.0008191762,0.00013383274,9.147525e-06,0.011469155,0.00010680236,5.6378656e-05,1.6639138e-05,0.0002551641
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172912.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,7.0,抽穗开花-重旱,0.0,开花成熟-中旱,1.0,0.0010398952,0.070356585,0.0009914009,0.9204903,0.0002075457,4.0164876e-05,4.7229096e-06,0.0067002485,3.990586e-05,2.0711968e-05,7.5973985e-06,7.649282e-05
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172914.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,7.0,抽穗开花-重旱,2.0,开花成熟-适宜,1.0,0.0010401303,0.04417814,0.0014946981,0.9439444,0.0007498353,0.0001030848,5.648637e-06,0.008159767,8.7623295e-05,3.0876254e-05,9.828764e-06,0.00015267379
../Image/Train_Image\test\开花成熟-重旱\IMG_20230523_172916_1.jpg,3,开花成熟-重旱,3.0,开花成熟-重旱,1.0,开花成熟-轻旱,7.0,抽穗开花-重旱,2.0,开花成熟-适宜,1.0,0.0010446496,0.07294778,0.0024943487,0.91145045,0.001145646,0.00017172148,7.983693e-06,0.01033798,0.00011025963,3.81151e-05,1.0667845e-05,0.00019129767
